peak	gene	zscore	pvalue
chr3-107062495-107063332	AI504432	11.5258494620943	4.88716926130519e-31
chr3-107750570-107751427	Csf1	4.70630868992298	1.2612123810865e-06
chr3-107752691-107753593	Csf1	7.92328726992537	1.15656167754927e-15
chr3-108319405-108320309	Gstm4	4.70232838834375	1.28605689859163e-06
chr3-109025302-109026165	Fam102b	3.63692249123394	0.000137957456047141
chr3-109043198-109044076	Fam102b	4.12083439197091	1.88751358536833e-05
chr3-109195744-109196668	Vav3	4.7341746748684	1.09974124055458e-06
chr3-116273032-116274043	Cdc14a	5.05114962982761	2.19579438621448e-07
chr3-121539730-121540575	F3	6.62611369883063	1.72319876805176e-11
chr3-131056959-131057784	Lef1	9.23552362804917	1.28512874707157e-20
chr3-131489851-131490794	Lef1	5.42102553180679	2.96290475041659e-08
chr3-137981129-137981941	Dapp1	3.45412602138151	0.000276039664531475
chr3-138814817-138815740	Tspan5	6.39462081869312	8.0473123588327e-11
chr3-152191778-152192298	Dnajb4	5.71504139163561	5.48386622736695e-09
chr3-152193393-152194297	Dnajb4	4.63534227894917	1.78173671512635e-06
chr3-156560563-156561284	Negr1	8.75527266566656	1.01805319975109e-18
chr4-6681613-6682401	Tox	10.802888775097	1.66770744454884e-27
chr4-7485272-7486154	Tox	3.62113828451647	0.000146654838927634
chr4-9115580-9116497	Chd7	4.41307836274606	5.09555440263314e-06
chr4-10964712-10965622	Plekhf2	4.71418593786486	1.21339493668588e-06
chr4-11579014-11579867	Pdp1	4.87816723829426	5.35380604601519e-07
chr4-11703932-11704848	Gem	8.23098641736734	9.28390124374213e-17
chr4-11716036-11716907	Gem	3.8878468141741	5.05687097928207e-05
chr4-32982883-32983847	Ube2j1	3.56441348726345	0.00018233535117204
chr4-33030956-33031875	Ube2j1	4.02360445972032	2.86570726305009e-05
chr4-41020805-41021648	Aptx	5.20751605451244	9.56926419106735e-08
chr4-40722041-40722900	Dnaja1	4.48811461574787	3.59281344655624e-06
chr4-40735291-40736244	Dnaja1	7.55045446669707	2.16871011984147e-14
chr4-41399548-41400549	Nudt2	5.30501508137597	5.63318405838555e-08
chr4-43088254-43089091	Atp8b5	4.43621831248645	4.57765006402854e-06
chr4-43936740-43937692	Glipr2	3.82577006615484	6.51819640366384e-05
chr4-43971838-43972647	Glipr2	3.95761247996334	3.78513211641897e-05
chr4-46580499-46581418	Anks6	4.22498123773842	1.19480343030553e-05
chr4-46706850-46707548	Tbc1d2	5.69363084810534	6.21829119819912e-09
chr4-46858661-46859459	Tbc1d2	6.14597768885123	3.97362275263646e-10
chr4-47250883-47251775	Tgfbr1	3.10281445138938	0.000958448914677627
chr4-47315203-47316103	Tgfbr1	3.97227757732371	3.55943483429657e-05
chr4-53159578-53160440	Abca1	3.39251153659525	0.000346275077987685
chr4-59231325-59232132	Ugcg	6.43356780376714	6.23214771358235e-11
chr4-59548973-59549792	Ptbp3	3.21619772582581	0.00064950649251089
chr4-63764801-63765653	Tnfsf8	5.68252658559979	6.63596372032185e-09
chr4-66404039-66404655	Astn2	5.10478160768029	1.65588379277824e-07
chr4-81859027-81859852	Mpdz	7.63117947921833	1.16307780696984e-14
chr4-82506100-82507024	Nfib	5.79129004736008	3.49239168136808e-09
chr4-86712442-86713221	Plin2	4.72049398671297	1.17636282147114e-06
chr4-86885864-86886752	Acer2	5.46935961179051	2.25832256222539e-08
chr4-88822728-88823664	Cdkn2b	4.6561531113754	1.61086189622921e-06
chr4-89131111-89131623	Cdkn2b	9.41514544275443	2.36213941353482e-21
chr4-95062666-95063396	Lrrc19	6.45941786836955	5.25532558213325e-11
chr4-94738991-94739924	Tek	6.33792252930326	1.1644193344406e-10
chr4-94746131-94746936	Tek	19.5847775112061	1.04257783184514e-85
chr4-94829729-94830587	Tek	8.22500251781127	9.75933784143958e-17
chr4-95037840-95038640	Tek	9.07568128043282	5.64842661782316e-20
chr4-95048141-95049039	Jun	14.1328253270669	1.19192451461498e-45
chr4-95051869-95052796	Jun	4.05083772665864	2.55172960119845e-05
chr4-95088739-95089652	Gm12708	4.64559223105721	1.69551114489694e-06
chr4-98091141-98092000	Nfia	3.235778028246	0.000606558401469994
chr4-99246542-99247430	Gm12689	6.77509273674335	6.21632429547481e-12
chr4-107675342-107676297	Dmrtb1	6.23374522217633	2.27706773970307e-10
chr4-108067034-108067927	Dmrtb1	7.40643359619534	6.48705798519279e-14
chr4-115847246-115848078	Mknk1	3.88642201505402	5.08662939526098e-05
chr4-116463788-116464663	Ccdc163	3.47446145916544	0.000255939946226309
chr4-117069444-117070352	Tctex1d4	9.72552861139834	1.17341623580914e-22
chr4-118489413-118490385	Tie1	18.3458961943285	1.78003773756547e-75
chr4-118997062-118997908	Gm12865	11.27431507813	8.78704722461226e-30
chr4-119740981-119741892	Zmynd12	3.96356919405629	3.69187244597932e-05
chr4-120992814-120993718	Smap2	3.51863435207795	0.000216887057104684
chr4-122901869-122902744	Bmp8b	7.11308107894504	5.67402832432592e-13
chr4-126024200-126025127	Csf3r	3.443736847524	0.00028686691353551
chr4-126112715-126113440	5730409E04Rik	4.63310511834837	1.80110756056113e-06
chr4-127054297-127055239	5730409E04Rik	4.59664225397672	2.14676936761335e-06
chr4-129146243-129147141	A3galt2	4.62031952461409	1.91574754057487e-06
chr4-129032915-129033821	Rnf19b	4.21783163598558	1.23331440509033e-05
chr4-129129899-129130719	Tmem234	4.05284085071712	2.52997127082707e-05
chr4-129146243-129147141	Lck	5.15217795059202	1.28739268081207e-07
chr4-129513141-129514006	Marcksl1	5.4287230773036	2.83793355198745e-08
chr4-129793592-129794434	Lck	3.77776553094723	7.91208756393062e-05
chr4-132420277-132420984	Snhg3	4.61253095777392	1.98897637288828e-06
chr4-133552863-133553795	Wasf2	3.3289659391602	0.000435845320030069
chr4-133148863-133149600	Sytl1	3.84240491034609	6.09173110681186e-05
chr4-133394504-133395346	Sytl1	4.79022803243647	8.32959409921189e-07
chr4-133712875-133713777	Sytl1	4.74121082333864	1.06222361270965e-06
chr4-133625321-133626265	Cd52	5.0329386200491	2.41508907354314e-07
chr4-133804227-133805096	Arid1a	3.2982444853586	0.000486456912057767
chr4-134158630-134159470	Ubxn11	5.64601912588505	8.21027930146942e-09
chr4-134298889-134299699	Pafah2	4.75185584176923	1.00779029819492e-06
chr4-134734076-134734966	Runx3	3.44978946851874	0.000280511947117881
chr4-134786700-134787604	Runx3	5.32588758231627	5.02306263110168e-08
chr4-135120018-135120854	Runx3	10.6434996850026	9.34859730260153e-27
chr4-135306816-135307620	Clic4	6.20972067593027	2.65394317419113e-10
chr4-135499594-135500587	Pithd1	4.88697723694226	5.11979637628705e-07
chr4-136569776-136570660	E2f2	5.00420455029042	2.80465851480348e-07
chr4-136885816-136886731	C1qc	3.55178861725674	0.000191311054618456
chr4-137719136-137720115	Cdc42	4.03527701398651	2.72689569359772e-05
chr4-137376534-137377360	Rap1gap	5.23307902504499	8.33547113023076e-08
chr4-138344657-138345558	Pla2g2d	7.0027950040557	1.25452913816702e-12
chr4-138453953-138454506	Camk2n1	3.35743134341507	0.000393351392438349
chr4-141652830-141653575	Dnajc16	4.48629456421291	3.62362645541296e-06
chr4-142165709-142166621	Kazn	7.56655934846284	1.91619568905736e-14
chr4-149307359-149308237	Tmem201	3.51584632556436	0.00021917731546162
chr4-149889815-149890625	Clstn1	4.23798606575785	1.12766881508914e-05
chr4-150849826-150850671	Tnfrsf9	6.6368764938625	1.60199943313637e-11
chr4-150924031-150924857	Tnfrsf9	14.9546796155863	7.25893577502937e-51
chr4-150927538-150928368	Tnfrsf9	9.8548290144378	3.26638959957411e-23
chr4-152086320-152087202	Thap3	3.48354681272006	0.000247408288680911
chr4-152385431-152386386	Klhl21	4.6900524714866	1.36567498700364e-06
chr4-153749732-153750571	Tprgl	6.19750680941915	2.86822788447153e-10
chr4-155775269-155776075	Vwa1	10.2977450327416	3.60661622323971e-25
chr5-3512345-3513259	Gatad1	4.46548270536932	3.99442129710291e-06
chr5-8675302-8676184	Rundc3b	10.280004062631	4.33619729554456e-25
chr5-10054664-10055602	Grm3	5.35734680614916	4.22264601365436e-08
chr5-16039795-16040781	Cacna2d1	7.30020734662379	1.43662298425901e-13
chr5-17835501-17836417	Cd36	5.65233371015257	7.91419521706444e-09
chr5-21509613-21510454	Ccdc146	4.50646098463994	3.29588994608505e-06
chr5-23886837-23887751	2700038G22Rik	6.95714728282469	1.73615950424172e-12
chr5-24018440-24019342	2700038G22Rik	4.83641548695557	6.61007212986918e-07
chr5-30774759-30775647	Tmem214	4.19402018506605	1.3702678964857e-05
chr5-30879294-30880092	Eif2b4	4.50052021778055	3.38936782384598e-06
chr5-31279220-31280110	Fndc4	4.74677109394048	1.0334481971453e-06
chr5-33946613-33947635	Tmem129	4.69563012112392	1.32893054283931e-06
chr5-36088981-36089942	2210406O10Rik	6.73129706107878	8.40786251485596e-12
chr5-37691304-37692229	Stk32b	8.39599191265779	2.30988721170037e-17
chr5-38063242-38064002	Stk32b	4.58515169079344	2.26828477557858e-06
chr5-43855597-43856504	Cd38	6.00042838650798	9.83988161063037e-10
chr5-43881726-43882628	Cd38	8.44025817377522	1.58318750345581e-17
chr5-52383414-52384360	Zcchc4	5.11943806164748	1.53223696174265e-07
chr5-62815461-62816328	Arap2	4.34962347223831	6.8185741276279e-06
chr5-67060078-67061013	Bend4	6.11439609888335	4.84616467495694e-10
chr5-67768145-67769110	Gm15477	4.82190506720265	7.10968095009269e-07
chr5-72634493-72635343	Txk	6.91723172004545	2.30277218615889e-12
chr5-72752413-72753367	Txk	10.92668119948	4.29670406668841e-28
chr5-76066905-76067810	Kit	3.70622979973717	0.000105183720196185
chr5-76865597-76866476	Hopx	3.31702746474531	0.000454903362139157
chr5-77252079-77252868	Hopx	8.85833644266234	4.06086434899087e-19
chr5-77358435-77358857	Igfbp7	5.32529347931054	5.03950863951092e-08
chr5-86078479-86079329	Stap1	7.82212033206651	2.59704607125559e-15
chr5-88886505-88887344	Slc4a4	9.15177258382524	2.80034450042344e-20
chr5-90433227-90434054	Afm	5.01399178338269	2.6656132067826e-07
chr5-90881329-90882216	Cxcl2	12.1437818637425	3.09487867051935e-34
chr5-92137428-92138288	Rchy1	3.27038015319521	0.000537015209231865
chr5-92344689-92345582	Cxcl10	8.71188852957953	1.49426745582405e-18
chr5-96997126-96998041	Bmp2k	3.2918756399302	0.000497608046084171
chr5-98020245-98021110	Antxr2	5.12524432299661	1.48576078735161e-07
chr5-99251244-99251860	Rasgef1b	3.8972294829923	4.86497058318266e-05
chr5-102052607-102053506	Gm20548	5.71489751765016	5.48850788677683e-09
chr5-102502119-102503021	Arhgap24	4.35484978427972	6.65790992564618e-06
chr5-104342813-104343591	Spp1	5.39831490354349	3.36348600510724e-08
chr5-105053181-105054123	Gbp4	5.25149246808012	7.5435851934894e-08
chr5-105239275-105240140	Gbp8	5.98985861269718	1.05011770211672e-09
chr5-105239275-105240140	Gbp4	7.95454959883637	8.98921697063763e-16
chr5-105293106-105294211	Gbp4	4.89727001467704	4.85886328498727e-07
chr5-105557654-105558435	Gbp6	9.06393439810622	6.29140509253618e-20
chr5-105305587-105306607	Lrrc8c	4.93793881377869	3.94763020666894e-07
chr5-105636580-105637534	Lrrc8c	4.5454436082453	2.74098366214259e-06
chr5-105642188-105643096	Lrrc8c	6.6865873948151	1.14217375617696e-11
chr5-106783818-106784637	Gm28050	7.10895554185825	5.84622001471701e-13
chr5-107711226-107712210	Glmn	4.77825430319438	8.84118286829656e-07
chr5-111052150-111053023	Gm15559	5.4424798995315	2.62719455503286e-08
chr5-112724163-112725097	Myo18b	4.71637922446762	1.20039385550957e-06
chr5-112896086-112896962	Myo18b	4.02422893919582	2.85811448483191e-05
chr5-113841394-113842327	Selplg	4.13892701493188	1.7446696202656e-05
chr5-114175425-114176313	Acacb	11.0332212781716	1.32113976273739e-28
chr5-114922865-114923724	Oasl2	6.41656052417612	6.96937748899123e-11
chr5-114922865-114923724	Oasl1	8.66456262606396	2.26624836419486e-18
chr5-115067743-115068359	Triap1	4.67458388142932	1.4727511507149e-06
chr5-115732214-115733098	Cit	8.56344833077688	5.47704854115635e-18
chr5-118655698-118656514	Rnft2	6.1179020621489	4.74076531493248e-10
chr5-119670225-119671148	Tbx3	8.62713915812515	3.14528099534038e-18
chr5-120749424-120750298	Oas2	10.2484724090065	6.01142866745197e-25
chr5-120749424-120750298	Oas1c	6.11199834740626	4.91956015680888e-10
chr5-120749424-120750298	Oas1a	4.37632705445552	6.03479366216864e-06
chr5-120775349-120776200	Oas3	5.10723924289355	1.6344987490188e-07
chr5-120775349-120776200	Oas1g	5.47379047284662	2.20254938297286e-08
chr5-121106596-121107521	Oas3	6.68117387915584	1.18517888402792e-11
chr5-121832509-121833121	Tmem116	4.98920588498593	3.03140020882522e-07
chr5-122232762-122233613	Ccdc63	6.5803567139285	2.34660462083019e-11
chr5-122718849-122719631	Rhof	5.65458435471644	7.81119295284019e-09
chr5-122988911-122989749	Rhof	3.21183440333394	0.000659451874500787
chr5-123171315-123172223	Diablo	4.66019373836382	1.57955945301394e-06
chr5-124891743-124892416	Tctn2	5.47036996622109	2.24548552884447e-08
chr5-125382449-125383324	Ubc	5.69493192751515	6.17105769314296e-09
chr5-125389517-125390292	Ubc	3.54429483121074	0.000196832380198747
chr5-125391348-125392181	Ubc	4.96433708787239	3.44680613778458e-07
chr5-125392748-125393673	Ubc	4.24445629880811	1.09562032299863e-05
chr5-125722389-125723083	Aacs	4.73899847244545	1.0738856170997e-06
chr5-134582233-134583141	Clip2	3.66525838837119	0.000123544493727022
chr5-134650649-134651549	Abhd11	5.49373446359436	1.96761025505091e-08
chr5-134742172-134743018	Eln	8.89617291863554	2.89027457509893e-19
chr5-135491213-135492153	Stx1a	4.24538406141096	1.09109660383383e-05
chr5-135877741-135878318	Hspb1	5.62966417419705	9.02804172162006e-09
chr5-135887445-135888352	Hspb1	7.62166753014286	1.25209676182948e-14
chr5-135890861-135891512	Hspb1	13.4395858286342	1.77207352564003e-41
chr5-136244594-136245459	Rasa4	3.92861228330271	4.27187286605141e-05
chr5-136830387-136831262	Ufsp1	4.64268976003614	1.71951270665717e-06
chr5-137072221-137073066	Serpine1	5.395358719918	3.41933925908281e-08
chr5-137262946-137263896	Ephb4	16.0663368080607	2.19645392462286e-58
chr5-137914287-137914935	Fbxo24	4.4167815145855	5.00907003172291e-06
chr5-139389371-139390268	Gm15672	9.22883219615492	1.36799217911642e-20
chr5-140037709-140038456	Chst12	4.26636926361395	9.93399164135856e-06
chr5-144221103-144221956	Tecpr1	3.79482465757655	7.38739174224799e-05
chr5-147127574-147128550	Flt3	4.47516984087891	3.81752980147348e-06
chr5-147317779-147318604	Flt3	6.51504600013625	3.63336928546873e-11
chr5-147542027-147542955	Pan3	3.8401552611974	6.14782616693819e-05
chr5-149636020-149636970	Hsph1	5.1457424285106	1.33232415775184e-07
chr5-150468179-150469108	Brca2	4.016243887606	2.95665305489929e-05
chr5-151003455-151004272	Brca2	4.18421925335247	1.43073918054249e-05
chr6-5607486-5608183	Pon1	4.73582455924007	1.09083128747702e-06
chr6-7894401-7895179	C1galt1	5.04896899758723	2.22100404710892e-07
chr6-15758206-15759226	Mdfic	5.01404369549605	2.66489373138217e-07
chr6-17064797-17065606	Tes	3.4182940155766	0.000315074976770693
chr6-29783830-29784704	Strip2	6.01885307873278	8.78286055902711e-10
chr6-31086652-31087450	Gm14532	4.86937210810998	5.59767066229177e-07
chr6-31642231-31643197	Podxl	18.6170411136578	1.16889828209072e-77
chr6-38530932-38531800	Atp6v0a4	5.92263425362994	1.58412481930506e-09
chr6-38949614-38950498	Luc7l2	3.3999577431802	0.000336981339080908
chr6-43564217-43565155	Arhgef5	4.68227438642023	1.4185468438623e-06
chr6-44938282-44939340	Cntnap2	5.43623438158105	2.72091812441354e-08
chr6-48505933-48506722	Gimap4	4.45024876349437	4.28854399247641e-06
chr6-48545986-48546927	Gimap5	4.90666369239238	4.63193384071278e-07
chr6-48629003-48629922	Gimap8	4.99874348241761	2.88525541121514e-07
chr6-48646821-48647639	Gimap8	4.96749269695076	3.39120558716366e-07
chr6-48646821-48647639	Gimap4	5.93440827716419	1.47453570503587e-09
chr6-48665865-48666738	Gimap8	4.89358835240002	4.95069162808516e-07
chr6-48727587-48728414	Gimap8	6.46650400277465	5.01480859149039e-11
chr6-48732648-48733544	Gimap8	6.07836989976053	6.07052143977342e-10
chr6-48768342-48769173	Gimap8	4.73591645421601	1.09033706604332e-06
chr6-48705807-48706543	Gimap4	5.24210868177722	7.93759064458e-08
chr6-48727587-48728414	Gimap4	4.86915242625361	5.60389660433706e-07
chr6-48732648-48733544	Gimap4	8.5831424141524	4.61579752721221e-18
chr6-48768342-48769173	Gimap4	3.61488208558433	0.000150242176895203
chr6-49035401-49036428	Gimap4	3.48397634987606	0.000247011569887281
chr6-48705807-48706543	Gimap6	5.09849531280689	1.71182004463922e-07
chr6-48705807-48706543	Gimap3	9.0009621618051	1.11874030312785e-19
chr6-48727587-48728414	Gimap6	3.71817189002951	0.00010033485697073
chr6-48718128-48719095	Gimap5	7.85997540519824	1.92104446047518e-15
chr6-48727587-48728414	Gimap1	4.6733190559889	1.4818540809838e-06
chr6-48727587-48728414	Gimap5	3.5808082459968	0.000171266488757616
chr6-48727587-48728414	Gimap3	3.76980279072169	8.16882955570088e-05
chr6-48732648-48733544	Gimap5	8.5524317042041	6.02610176404495e-18
chr6-48732648-48733544	Gimap3	6.98323549168487	1.44229140947669e-12
chr6-48768342-48769173	Gimap3	8.75342025390206	1.03491079703837e-18
chr6-48771735-48772646	Gimap3	4.0939351866125	2.12056455590332e-05
chr6-48893924-48894841	Gimap3	4.1060902801096	2.01206128158312e-05
chr6-48859937-48860855	Igf2bp3	3.84281331054092	6.08159953040349e-05
chr6-49134692-49135574	Igf2bp3	4.03586925754085	2.72002527820752e-05
chr6-50393892-50394595	Osbpl3	4.60332995109481	2.07894353671927e-06
chr6-50416546-50417416	Osbpl3	4.68440628608987	1.40386295227736e-06
chr6-50483093-50484045	Osbpl3	4.5256521150555	3.01047774243728e-06
chr6-52973099-52973967	Jazf1	4.21223713265525	1.26426944833363e-05
chr6-53572798-53573709	Creb5	6.28761486466373	1.611902356011e-10
chr6-54126506-54127140	Chn2	3.74885810214516	8.8820776648766e-05
chr6-61179949-61180847	Ccser1	5.48321064362051	2.08837596296343e-08
chr6-65144361-65145283	Hpgds	4.15713316009553	1.61133083849145e-05
chr6-67399251-67400146	Gadd45a	7.90257321786492	1.36601877431666e-15
chr6-67347758-67348670	Il12rb2	10.5202422539062	3.48470791527335e-26
chr6-67399251-67400146	Il12rb2	5.33232756642858	4.84809134843709e-08
chr6-72439225-72440035	Mat2a	3.17518997099468	0.000748692178561443
chr6-72937623-72938530	Mat2a	3.73145759152716	9.51875308357973e-05
chr6-73019811-73020724	Gm20536	4.17652749994578	1.47996486505812e-05
chr6-73210229-73211147	Tmsb10	4.95152529227798	3.68170236324962e-07
chr6-83436253-83437136	Paip2b	4.74756766952964	1.02938759703863e-06
chr6-86867645-86868583	A430078I02Rik	5.58726102356034	1.15339435781041e-08
chr6-86517269-86518032	2610306M01Rik	4.55267365096987	2.64842036938046e-06
chr6-86570564-86572157	Mxd1	4.47902364984595	3.74926132072911e-06
chr6-86823587-86824418	2610306M01Rik	4.42419237814176	4.8401865529135e-06
chr6-88317427-88318065	Kbtbd12	5.87490629901839	2.11541293476396e-09
chr6-88464939-88465840	Kbtbd12	4.57761040303587	2.35158791193479e-06
chr6-88731120-88732082	Kbtbd12	5.57640602503699	1.22769229478431e-08
chr6-88960604-88961301	Plxna1	5.40009236329828	3.33032975563174e-08
chr6-90763729-90764603	Fbln2	8.90031958927285	2.78430555346762e-19
chr6-91585491-91586321	1810044D09Rik	6.17703807582242	3.26576628301039e-10
chr6-91971979-91972885	Fgd5	5.27646219950763	6.58508321076578e-08
chr6-92352543-92353389	Mrps25	6.09628970808792	5.42792981968718e-10
chr6-92924026-92924895	Prickle2	6.64830109443538	1.48247652728368e-11
chr6-94159115-94159996	Magi1	3.72288572985456	9.84793385143487e-05
chr6-108549269-108550132	Itpr1	4.34706087036451	6.89869690735489e-06
chr6-108549269-108550132	Bhlhe40	8.84449836972722	4.597019697463e-19
chr6-108570834-108571761	Bhlhe40	4.10326641872241	2.03678851629222e-05
chr6-108660067-108660901	Bhlhe40	10.0672198354899	3.85637225691003e-24
chr6-113669578-113670359	Lhfpl4	5.00805569691944	2.74913128600751e-07
chr6-113751969-113752851	Brpf1	4.3225847704582	7.71059005645255e-06
chr6-113343521-113344419	Fancd2	4.88967804000476	5.05005179812245e-07
chr6-113714038-113714951	Atp2b2	3.88932114915047	5.02625100518973e-05
chr6-115368954-115369821	Cand2	4.93094706002325	4.09159554235222e-07
chr6-116141849-116142794	Tmem40	4.4063792186363	5.25564378298959e-06
chr6-116096220-116096879	Gm20404	4.96338476222728	3.46375756668115e-07
chr6-116207665-116208571	Tmcc1	3.25955876892844	0.000557928299451296
chr6-116596966-116597892	Tmem72	4.14893764472754	1.67010885837667e-05
chr6-118922593-118923526	Zfp9	4.46125796689647	4.07399678279247e-06
chr6-120356983-120357990	Wnk1	3.40397884974506	0.000332059477377921
chr6-120466457-120467383	Wnk1	3.15068286662288	0.00081444625789502
chr6-120101042-120101831	Ccdc77	4.32591818352706	7.59488995330055e-06
chr6-121109851-121110748	Bcl2l13	4.62747664170167	1.8507398200624e-06
chr6-122268845-122269677	Phc1	4.39168249635913	5.6238434733478e-06
chr6-122562224-122563151	Gm26826	5.6357586826179	8.71446503431476e-09
chr6-122657387-122658313	Apobec1	4.27258902505605	9.66081864912866e-06
chr6-122810721-122811595	C3ar1	3.16054459567452	0.000787372482867257
chr6-123265600-123266470	Clec4a4	3.90304111664347	4.74957789829215e-05
chr6-123243836-123244726	Clec4n	6.21144142144431	2.62503812806854e-10
chr6-123252524-123253407	Clec4d	8.92611546787816	2.20614963677181e-19
chr6-124321296-124322197	Cd163	4.43296974854216	4.64719556022722e-06
chr6-124813727-124814529	Tpi1	4.18321331260848	1.43708737113799e-05
chr6-124828864-124829745	Iffo1	3.24455608619153	0.000588169245249916
chr6-125127672-125128471	Cdca3	4.7237584108031	1.15762719404116e-06
chr6-125152061-125152956	Cdca3	6.12552341365858	4.51929889662483e-10
chr6-125509571-125510426	Lpar5	3.94434546158603	4.00091177739677e-05
chr6-125445106-125446023	Cd9	3.44729482051643	0.00028311515828431
chr6-127100423-127100907	Rad51ap1	7.13794428223956	4.73685074658955e-13
chr6-127152359-127153034	Ccnd2	7.28704984790233	1.58407855893011e-13
chr6-127245642-127246536	Ccnd2	5.77633314444928	3.81730694342551e-09
chr6-127351436-127352332	Ccnd2	6.66819109540798	1.29487723452593e-11
chr6-128662022-128662939	Klrb1c	4.40615037890005	5.26119631457013e-06
chr6-128790491-128791291	Klrb1c	5.61149222241352	1.00294652741719e-08
chr6-128829565-128830406	Klrb1c	3.91418655517052	4.53547428293169e-05
chr6-128888495-128889402	Klrb1c	4.31420092606611	8.0090607899006e-06
chr6-128992555-128993467	Klrb1c	4.28852019491669	8.99337238505099e-06
chr6-129248001-129249010	Klrb1c	3.32883786928296	0.000436045776845581
chr6-129284241-129285075	Klrb1c	5.54024141610405	1.51027475207838e-08
chr6-128790491-128791291	Klrb1b	7.12914832293593	5.0495930416087e-13
chr6-128790491-128791291	Clec2i	4.52717006917993	2.98894146866196e-06
chr6-128808381-128809201	Clec2i	5.27105393014245	6.78213014999426e-08
chr6-128808381-128809201	Cd69	4.14633100687299	1.6892266133154e-05
chr6-128826023-128827315	Klrb1b	8.19988463787704	1.20308913419843e-16
chr6-128834269-128835091	Klrb1b	4.74069549966604	1.06492913164625e-06
chr6-129273418-129274272	Klrb1b	5.15300036663264	1.2817573185165e-07
chr6-129274940-129275789	Klrb1b	4.81831798389678	7.23867559628182e-07
chr6-128992555-128993467	Clec2i	6.15391479417125	3.77966540040315e-10
chr6-129066705-129067629	Clec2i	6.72389032019235	8.84678193158072e-12
chr6-129180145-129181038	Klrc2	3.5663368364913	0.000181003011452364
chr6-129229890-129230809	Clec2d	5.5583639164661	1.36157575147601e-08
chr6-129248001-129249010	Klre1	5.30729771017779	5.5631187334691e-08
chr6-129248001-129249010	Klrc2	4.61305345069582	1.98398104799416e-06
chr6-129248001-129249010	Klri2	3.23146503265965	0.000615786958194248
chr6-129259771-129260678	Klrc1	4.50392772228928	3.33544514123408e-06
chr6-129273418-129274272	Cd69	11.2044018131154	1.9398283696928e-29
chr6-129273418-129274272	Klrd1	5.89437282942713	1.88053559484371e-09
chr6-129273418-129274272	Klrk1	3.39354953193219	0.000344965401164546
chr6-129273418-129274272	Klri2	4.80929252253701	7.57327081148809e-07
chr6-129274940-129275789	Klre1	4.58836188940643	2.23368855266753e-06
chr6-129274940-129275789	Klri2	7.6037190958661	1.43869731495417e-14
chr6-129284241-129285075	Cd69	9.41737601525749	2.31250711431603e-21
chr6-129316159-129316891	Cd69	3.34254605072002	0.000415067898964482
chr6-129704688-129705563	Cd69	6.35917361427277	1.01421020827609e-10
chr6-129284241-129285075	Klre1	3.42663827313182	0.000305551269848767
chr6-129284241-129285075	Klrd1	5.28167121325192	6.40053873793728e-08
chr6-129284241-129285075	Klrk1	7.50434815699395	3.08675122570651e-14
chr6-129284241-129285075	Klrc2	8.56272206242278	5.51167246866139e-18
chr6-129284241-129285075	Klri2	7.06275812261702	8.16148573152966e-13
chr6-129349368-129350334	Clec12a	9.38028073564357	3.28986507745152e-21
chr6-129351099-129351888	Clec12a	5.14012667245512	1.37276656392983e-07
chr6-129349368-129350334	Klrk1	3.75902940130599	8.52868971313918e-05
chr6-129351099-129351888	Clec1b	4.88978080965704	5.04741605536676e-07
chr6-129575035-129575947	Klrk1	3.91817333886214	4.4611268941897e-05
chr6-129575035-129575947	Klra4	3.97989038884627	3.44735254504135e-05
chr6-129680008-129680963	Klre1	9.56582710671349	5.56539290719718e-22
chr6-129747129-129747981	Klre1	13.4034890950075	2.88430626483509e-41
chr6-129876328-129877222	Klre1	4.59350299192244	2.1793338382723e-06
chr6-129581014-129581941	Klrc2	4.15031277392049	1.66010629691873e-05
chr6-129581014-129581941	Klra4	4.45073564043071	4.27883174315603e-06
chr6-129747129-129747981	Klrd1	7.85580584816161	1.9860497808532e-15
chr6-129615823-129616683	Klrc1	4.44653637900655	4.36329472179304e-06
chr6-129680008-129680963	Klrk1	9.6309870054344	2.95792400112249e-22
chr6-129745829-129746647	Klrk1	6.14372512223262	4.03041450189781e-10
chr6-129747129-129747981	Klrk1	9.48870218667292	1.16964228815459e-21
chr6-129680008-129680963	Klrc2	11.6100509817173	1.83198541723425e-31
chr6-129745829-129746647	Klrc2	4.85372451843684	6.05820108200358e-07
chr6-129747129-129747981	Klrc2	6.21447284540584	2.57486191423055e-10
chr6-129678272-129679128	Klrc1	4.61828331076499	1.93463871538316e-06
chr6-129680008-129680963	Klrc1	3.82780829066064	6.46446967199064e-05
chr6-129704688-129705563	Klrc1	3.29462597352144	0.000492763800024907
chr6-129747129-129747981	Klrc1	13.4235904103592	2.1993728349697e-41
chr6-129680008-129680963	Klri2	6.64148092606061	1.55273472658584e-11
chr6-129680008-129680963	Klra4	9.51971881886168	8.68241352569302e-22
chr6-129680008-129680963	Klra8	12.4195553225236	1.02348035538916e-35
chr6-129745829-129746647	Klri2	7.25668053439557	1.98352571436321e-13
chr6-129747129-129747981	Klri2	7.6811734046796	7.88189625285706e-15
chr6-129876328-129877222	Klri2	3.12972998785636	0.000874835239904952
chr6-130092255-130093115	Klri2	3.23092507718474	0.000616951394977511
chr6-129745829-129746647	Klra4	5.83768627083613	2.6465352149665e-09
chr6-129745829-129746647	Klra8	4.0396192018773	2.67690265920536e-05
