row_id	row_cor	gene	peak	zscore	pvalue
Klrb1c | chr6-128992555-128993467	0.887611497841393	Klrb1c	chr6-128992555-128993467	4.28852019491669	8.99337238505099e-06
Ivns1abp | chr1-151250474-151251399	0.886832803614745	Ivns1abp	chr1-151250474-151251399	3.71028831258066	0.000103511671740228
Rgs2 | chr1-144001014-144001887	0.88624989673674	Rgs2	chr1-144001014-144001887	6.18738275149231	3.05856566204458e-10
Ccr5 | chr9-124126261-124126934	0.885498295235745	Ccr5	chr9-124126261-124126934	4.77663810148236	8.91250753035351e-07
Mertk | chr2-128698353-128699129	0.885459599255936	Mertk	chr2-128698353-128699129	3.49314976165739	0.000238679356862567
Itga4 | chr2-79259192-79260103	0.885389787597828	Itga4	chr2-79259192-79260103	4.76372451802839	9.5025963959551e-07
Picalm | chr7-90129729-90130594	0.884948381532173	Picalm	chr7-90129729-90130594	3.29702970170801	0.000488565836655389
Abhd12 | chr2-150830781-150831717	0.884787229842855	Abhd12	chr2-150830781-150831717	3.10245212003691	0.000959622958434877
Rhob | chr12-8495990-8496891	0.88465019385054	Rhob	chr12-8495990-8496891	5.93842518993256	1.43886455831957e-09
Btg1 | chr10-96620589-96621491	0.883929334970528	Btg1	chr10-96620589-96621491	8.87463615524614	3.50812027427927e-19
Ccr6 | chr17-7831155-7832096	0.883879161377803	Ccr6	chr17-7831155-7832096	4.4600197006919	4.09760597197425e-06
Klrb1b | chr6-128790491-128791291	0.883780935724447	Klrb1b	chr6-128790491-128791291	7.12914832293593	5.0495930416087e-13
Btg1 | chr10-96626595-96627446	0.883498288148795	Btg1	chr10-96626595-96627446	6.22804279492719	2.36149036927196e-10
Rgs1 | chr1-144200243-144201153	0.883251833207235	Rgs1	chr1-144200243-144201153	4.73753873237599	1.08164759852771e-06
Sall1 | chr8-89354444-89355108	0.882945348479714	Sall1	chr8-89354444-89355108	3.463645765994	0.0002664538883226
Ivns1abp | chr1-151338129-151338776	0.882653465207538	Ivns1abp	chr1-151338129-151338776	3.37329562105008	0.000371370814771715
Hif1a | chr12-73841833-73842759	0.882266595367246	Hif1a	chr12-73841833-73842759	4.39688835227707	5.49068970212692e-06
Il1a | chr2-129313628-129314439	0.882205157963945	Il1a	chr2-129313628-129314439	4.01623316104191	2.95678756298034e-05
Gpr171 | chr3-59005701-59006350	0.882085171813642	Gpr171	chr3-59005701-59006350	4.87793183367305	5.36019789817723e-07
Tbc1d2 | chr4-46858661-46859459	0.881593963348753	Tbc1d2	chr4-46858661-46859459	6.14597768885123	3.97362275263646e-10
Glipr2 | chr4-43971838-43972647	0.880517947509853	Glipr2	chr4-43971838-43972647	3.95761247996334	3.78513211641897e-05
Sema3g | chr14-31232131-31232966	0.879393248859006	Sema3g	chr14-31232131-31232966	9.65319384398502	2.38240691146815e-22
Ifi203 | chr1-173942130-173942967	0.87933513658369	Ifi203	chr1-173942130-173942967	8.17983937755446	1.42111240162161e-16
Klrc2 | chr6-129581014-129581941	0.8790280363673	Klrc2	chr6-129581014-129581941	4.15031277392049	1.66010629691873e-05
Ccnd2 | chr6-127245642-127246536	0.878557202080283	Ccnd2	chr6-127245642-127246536	5.77633314444928	3.81730694342551e-09
Nrip1 | chr16-76053272-76054125	0.878438644045293	Nrip1	chr16-76053272-76054125	3.39272782613756	0.00034600179697978
Ccm2l | chr2-152785437-152786399	0.87830672434222	Ccm2l	chr2-152785437-152786399	9.98011718056539	9.31233487348976e-24
Pfkp | chr13-6646877-6647822	0.87821636031481	Pfkp	chr13-6646877-6647822	4.95348912931097	3.64472162122375e-07
Dab2ip | chr2-35729361-35730240	0.877977390791828	Dab2ip	chr2-35729361-35730240	6.36966282298463	9.47221045792709e-11
Sfmbt1 | chr14-30619873-30620800	0.877603573339687	Sfmbt1	chr14-30619873-30620800	3.38417334470837	0.000356964570519393
Hspb1 | chr5-135887445-135888352	0.877125609728357	Hspb1	chr5-135887445-135888352	7.62166753014286	1.25209676182948e-14
Ifi205 | chr1-174031384-174032306	0.877076945002601	Ifi205	chr1-174031384-174032306	4.79421064883955	8.16582991025107e-07
Cdh2 | chr18-16808999-16809933	0.876898220650269	Cdh2	chr18-16808999-16809933	15.9768260231673	9.26730608515081e-58
Cdh23 | chr10-60631432-60632332	0.876879581078755	Cdh23	chr10-60631432-60632332	4.0725819508885	2.32474164132285e-05
Nfib | chr4-82506100-82507024	0.876213564807153	Nfib	chr4-82506100-82507024	5.79129004736008	3.49239168136808e-09
Klra4 | chr6-129947272-129947919	0.875783777121922	Klra4	chr6-129947272-129947919	5.79668966265882	3.38183422413806e-09
Klra8 | chr6-129947272-129947919	0.875768310261454	Klra8	chr6-129947272-129947919	3.19205760035283	0.000706315795671837
Dst | chr1-34028527-34029443	0.875308680875608	Dst	chr1-34028527-34029443	3.32620550639824	0.000440184971497831
Arl4c | chr1-88701792-88702692	0.87521762488004	Arl4c	chr1-88701792-88702692	5.41852232812817	3.00468176407092e-08
Ifitm10 | chr7-142397706-142398574	0.874671158776606	Ifitm10	chr7-142397706-142398574	3.21408236608497	0.000654310644863311
Ubac2 | chr14-121938243-121939173	0.874642427469774	Ubac2	chr14-121938243-121939173	3.68264875102839	0.000115411549581417
Mafb | chr2-160358568-160359449	0.874428353153787	Mafb	chr2-160358568-160359449	5.66896642412876	7.18307566637234e-09
Gimap4 | chr6-49035401-49036428	0.873732999707592	Gimap4	chr6-49035401-49036428	3.48397634987606	0.000247011569887281
Hspa1b | chr17-34954822-34955749	0.873537716007334	Hspa1b	chr17-34954822-34955749	21.8402057524454	4.81602796126248e-106
4930579C12Rik | chr9-88976598-88977522	0.873341350449131	4930579C12Rik	chr9-88976598-88977522	5.2884787096833	6.16689208106895e-08
Apbb1ip | chr2-22790163-22791055	0.871893469087789	Apbb1ip	chr2-22790163-22791055	3.55915603105072	0.000186024228518511
Mafb | chr2-160275750-160276662	0.871843094454975	Mafb	chr2-160275750-160276662	3.1313627708718	0.000869985411436399
Klra4 | chr6-129581014-129581941	0.871721789995674	Klra4	chr6-129581014-129581941	4.45073564043071	4.27883174315603e-06
Pqlc3 | chr12-17454980-17455854	0.871404732113146	Pqlc3	chr12-17454980-17455854	5.01577233253202	2.64104234875288e-07
Fcrls | chr3-87294773-87295689	0.870075367186577	Fcrls	chr3-87294773-87295689	4.15276807775747	1.64238800456396e-05
Fbxl7 | chr15-26895010-26895881	0.870061176343297	Fbxl7	chr15-26895010-26895881	12.534885898083	2.40526658361957e-36
H2-Ab1 | chr17-34300712-34301662	0.870031194703846	H2-Ab1	chr17-34300712-34301662	5.82970442128522	2.77628196198618e-09
BE692007 | chr19-11518335-11519100	0.869952078944043	BE692007	chr19-11518335-11519100	5.99515615194932	1.0164500269919e-09
Hexb | chr13-97197857-97198747	0.869665974895125	Hexb	chr13-97197857-97198747	3.20029483594557	0.000686435354513893
Clec2d | chr6-129229890-129230809	0.868844136331108	Clec2d	chr6-129229890-129230809	5.5583639164661	1.36157575147601e-08
Ccnd2 | chr6-127152359-127153034	0.868700180055263	Ccnd2	chr6-127152359-127153034	7.28704984790233	1.58407855893011e-13
Sall3 | chr18-80986899-80987842	0.868624159126471	Sall3	chr18-80986899-80987842	6.33030302287457	1.22340097945872e-10
Clec4a4 | chr6-123265600-123266470	0.867845127457928	Clec4a4	chr6-123265600-123266470	3.90304111664347	4.74957789829215e-05
Nav2 | chr7-48998192-48999074	0.867013931611702	Nav2	chr7-48998192-48999074	3.94715809287826	3.95421693869113e-05
1700016P03Rik | chr11-75150370-75151253	0.866913233521441	1700016P03Rik	chr11-75150370-75151253	7.91721068762757	1.21448981929443e-15
Golm1 | chr13-59656239-59657174	0.866391867680235	Golm1	chr13-59656239-59657174	3.51691295291717	0.000218298468002438
Sytl1 | chr4-133712875-133713777	0.866019087767179	Sytl1	chr4-133712875-133713777	4.74121082333864	1.06222361270965e-06
Slc19a3 | chr1-82787060-82788001	0.865910094303032	Slc19a3	chr1-82787060-82788001	8.96162828467803	1.59959362814309e-19
Tbc1d10c | chr19-3731094-3732010	0.865247001215639	Tbc1d10c	chr19-3731094-3732010	9.52184652971157	8.50643785681653e-22
Frk | chr10-34096182-34097104	0.864639141787656	Frk	chr10-34096182-34097104	9.08912521220016	4.9919543820456e-20
Txnip | chr3-96562022-96562880	0.864205413165606	Txnip	chr3-96562022-96562880	6.71825352583836	9.1957752202517e-12
Clec2i | chr6-128992555-128993467	0.863794047258986	Clec2i	chr6-128992555-128993467	6.15391479417125	3.77966540040315e-10
Bmp2k | chr5-96997126-96998041	0.863561499491246	Bmp2k	chr5-96997126-96998041	3.2918756399302	0.000497608046084171
Hspa8 | chr9-40804980-40805911	0.863476763686175	Hspa8	chr9-40804980-40805911	7.26347281885265	1.8863813924896e-13
Bhlhe40 | chr6-108570834-108571761	0.862262218458412	Bhlhe40	chr6-108570834-108571761	4.10326641872241	2.03678851629222e-05
Lpar6 | chr14-73237561-73238421	0.862196105924389	Lpar6	chr14-73237561-73238421	5.7334421606718	4.92063180497636e-09
Sgk1 | chr10-21998481-21999406	0.861497410445244	Sgk1	chr10-21998481-21999406	8.4080172838515	2.08499856220422e-17
Trpc6 | chr9-8592319-8593243	0.860254119050505	Trpc6	chr9-8592319-8593243	10.1033847109509	2.66838810282238e-24
Ifit1 | chr19-34553330-34554245	0.859513767773573	Ifit1	chr19-34553330-34554245	10.3797080045021	1.53355916803402e-25
Gem | chr4-11703932-11704848	0.859311503772525	Gem	chr4-11703932-11704848	8.23098641736734	9.28390124374213e-17
Depdc1b | chr13-108765841-108766746	0.856893632625974	Depdc1b	chr13-108765841-108766746	6.73158290487838	8.39135805169766e-12
Ets1 | chr9-32928295-32929247	0.856678503247397	Ets1	chr9-32928295-32929247	4.63683669559555	1.76890850076226e-06
Stat2 | chr10-128271823-128272581	0.85665799970632	Stat2	chr10-128271823-128272581	4.7351619955593	1.09440100162741e-06
Aspm | chr1-139061711-139062528	0.855879657136456	Aspm	chr1-139061711-139062528	3.72416016850676	9.79832436695941e-05
Gm5420 | chr10-22000173-22001117	0.855048942411017	Gm5420	chr10-22000173-22001117	5.71526716257741	5.4765900994595e-09
Scml4 | chr10-42842198-42842862	0.854858279705747	Scml4	chr10-42842198-42842862	3.2629431875857	0.000551308106450408
Glul | chr1-153901241-153901981	0.854457604295951	Glul	chr1-153901241-153901981	3.67938692806013	0.000116897660184464
Itgal | chr7-127295807-127296736	0.853880217130644	Itgal	chr7-127295807-127296736	4.67049468116453	1.50237631925256e-06
Slc1a3 | chr15-8641996-8642883	0.85349129296914	Slc1a3	chr15-8641996-8642883	4.05135598418294	2.54608324041141e-05
Ucp3 | chr7-100041484-100042372	0.85233285420868	Ucp3	chr7-100041484-100042372	5.70650525805212	5.76596731116955e-09
Itga4 | chr2-79120749-79121631	0.851453287851867	Itga4	chr2-79120749-79121631	3.22871860445215	0.000621730910992236
Gimap3 | chr6-48771735-48772646	0.851106563732379	Gimap3	chr6-48771735-48772646	4.0939351866125	2.12056455590332e-05
Tmem40 | chr6-116141849-116142794	0.850270290281155	Tmem40	chr6-116141849-116142794	4.4063792186363	5.25564378298959e-06
Clec12a | chr6-129349368-129350334	0.849422482317746	Clec12a	chr6-129349368-129350334	9.38028073564357	3.28986507745152e-21
Ncr1 | chr7-4323056-4323936	0.848887006515814	Ncr1	chr7-4323056-4323936	3.34446368987399	0.000412209102502624
Entpd1 | chr19-40707896-40708788	0.848205664429094	Entpd1	chr19-40707896-40708788	3.31351149695481	0.000460661596226261
Olfr111 | chr17-37525244-37526150	0.848184603670245	Olfr111	chr17-37525244-37526150	5.75463811452371	4.34137964811009e-09
Plek | chr11-17004716-17005562	0.847889198619707	Plek	chr11-17004716-17005562	4.43773123827479	4.54560168478257e-06
Itgb5 | chr16-33921993-33922916	0.847334549422141	Itgb5	chr16-33921993-33922916	3.80131847889035	7.19640808506378e-05
Klrb1b | chr6-129274940-129275789	0.846994196461121	Klrb1b	chr6-129274940-129275789	4.81831798389678	7.23867559628182e-07
Camk2n1 | chr4-138453953-138454506	0.846864045376291	Camk2n1	chr4-138453953-138454506	3.35743134341507	0.000393351392438349
Masp1 | chr16-23517374-23518305	0.84651658728228	Masp1	chr16-23517374-23518305	4.69180851181182	1.3540026492948e-06
Mir142hg | chr11-87755052-87755938	0.84595602718988	Mir142hg	chr11-87755052-87755938	5.24847251597916	7.66827575894233e-08
Paqr5 | chr9-62245563-62246318	0.845895434285587	Paqr5	chr9-62245563-62246318	7.6393124074196	1.09192417296398e-14
Mef2c | chr13-83608961-83609847	0.84486164641548	Mef2c	chr13-83608961-83609847	3.70638161842331	0.000105120719063339
Prnp | chr2-131902655-131903605	0.844349684773619	Prnp	chr2-131902655-131903605	8.40483445339336	2.14232777949635e-17
Lef1 | chr3-131489851-131490794	0.844306504947395	Lef1	chr3-131489851-131490794	5.42102553180679	2.96290475041659e-08
Rmnd1 | chr10-4430125-4431055	0.843788667969375	Rmnd1	chr10-4430125-4431055	4.10592082956786	2.01353701036715e-05
Helz2 | chr2-181241558-181242481	0.843192638938746	Helz2	chr2-181241558-181242481	4.73110693175769	1.11649425278907e-06
Ankrd55 | chr13-112694084-112694842	0.842783141015402	Ankrd55	chr13-112694084-112694842	6.85715742064733	3.51221066320761e-12
Rgs2 | chr1-143999195-144000066	0.842352741529934	Rgs2	chr1-143999195-144000066	10.9358427271093	3.88404270389048e-28
Myo18b | chr5-112896086-112896962	0.841143147287769	Myo18b	chr5-112896086-112896962	4.02422893919582	2.85811448483191e-05
Grap2 | chr15-81096103-81096927	0.840648202842168	Grap2	chr15-81096103-81096927	3.87309923830017	5.37300226585681e-05
Numb | chr12-83929005-83929910	0.840569287383081	Numb	chr12-83929005-83929910	3.9120016051348	4.57671516716168e-05
Chchd10 | chr10-76409310-76410108	0.840509385702285	Chchd10	chr10-76409310-76410108	4.85629633649745	5.98008364647145e-07
Entpd1 | chr19-40678451-40679402	0.840360843607849	Entpd1	chr19-40678451-40679402	3.29455879960656	0.000492881593425968
Fam102b | chr3-109043198-109044076	0.839885742193778	Fam102b	chr3-109043198-109044076	4.12083439197091	1.88751358536833e-05
Oas2 | chr5-120749424-120750298	0.839529053425641	Oas2	chr5-120749424-120750298	10.2484724090065	6.01142866745197e-25
Gstp2 | chr19-3793744-3794545	0.838930657666297	Gstp2	chr19-3793744-3794545	6.02098925758906	8.6677132434754e-10
Tnfaip3 | chr10-19009017-19009920	0.838727339965024	Tnfaip3	chr10-19009017-19009920	5.30014416386297	5.78556384663397e-08
Iqgap2 | chr13-95988068-95988810	0.836109115082796	Iqgap2	chr13-95988068-95988810	5.22230123402752	8.835659728124e-08
Klrb1c | chr6-129248001-129249010	0.835991158517208	Klrb1c	chr6-129248001-129249010	3.32883786928296	0.000436045776845581
Dnajb1 | chr8-83607754-83608614	0.835251545683071	Dnajb1	chr8-83607754-83608614	4.00213267405936	3.1387039742536e-05
Iqgap2 | chr13-95987053-95987530	0.835191115297789	Iqgap2	chr13-95987053-95987530	7.83762512200975	2.29573674596511e-15
Slfn4 | chr11-83116447-83117371	0.835153700487659	Slfn4	chr11-83116447-83117371	6.58631223399313	2.25442563413822e-11
Mpdz | chr4-81859027-81859852	0.835082481816304	Mpdz	chr4-81859027-81859852	7.63117947921833	1.16307780696984e-14
Itgb8 | chr12-119113472-119114493	0.834870060037946	Itgb8	chr12-119113472-119114493	5.41216596146596	3.11334686973187e-08
Nlrc5 | chr8-94433864-94434739	0.834173796407886	Nlrc5	chr8-94433864-94434739	5.19084736104666	1.04669594487973e-07
Gpr183 | chr14-121964814-121965614	0.834137473022905	Gpr183	chr14-121964814-121965614	5.60389703367579	1.04792620848467e-08
Klre1 | chr6-129248001-129249010	0.834029629305326	Klre1	chr6-129248001-129249010	5.30729771017779	5.5631187334691e-08
Syt6 | chr3-103587182-103588226	0.834003650485597	Syt6	chr3-103587182-103588226	4.72006554539433	1.17884329667504e-06
Gimap5 | chr6-48545986-48546927	0.833497715224451	Gimap5	chr6-48545986-48546927	4.90666369239238	4.63193384071278e-07
Sgk1 | chr10-21523837-21524747	0.833416784148121	Sgk1	chr10-21523837-21524747	3.57504007952562	0.000175087124027972
Papss2 | chr19-32895526-32896000	0.833159554739374	Papss2	chr19-32895526-32896000	8.42041361433707	1.87578729127389e-17
Klri2 | chr6-129248001-129249010	0.832800176564315	Klri2	chr6-129248001-129249010	3.23146503265965	0.000615786958194248
Ehd4 | chr2-120150438-120151262	0.831817903422549	Ehd4	chr2-120150438-120151262	4.8670331246395	5.66430235665842e-07
Slc15a3 | chr19-10841973-10842685	0.831741062775258	Slc15a3	chr19-10841973-10842685	4.45725116505648	4.15086576112465e-06
Myo5a | chr9-75089922-75090711	0.831687545168304	Myo5a	chr9-75089922-75090711	3.93108981910829	4.22808352543046e-05
G530011O06Rik | chrX-169978579-169979482	0.831460077009625	G530011O06Rik	chrX-169978579-169979482	8.04633875346153	4.26538283366683e-16
Kctd12 | chr14-102975659-102976581	0.830768127914789	Kctd12	chr14-102975659-102976581	4.45451426017996	4.20416703388428e-06
Safb2 | chr17-56256390-56256958	0.830256909583209	Safb2	chr17-56256390-56256958	3.5696950299754	0.000178698527927773
Cadm1 | chr9-47733727-47734627	0.829772514846452	Cadm1	chr9-47733727-47734627	4.28293598791367	9.2221623477066e-06
Atf3 | chr1-191163183-191164103	0.829286866174744	Atf3	chr1-191163183-191164103	3.77452862511078	8.01552502897217e-05
Nuak1 | chr10-84401617-84402492	0.829122654194889	Nuak1	chr10-84401617-84402492	3.17250821779509	0.000755641410821286
Sox4 | chr13-28953301-28954150	0.828925446347174	Sox4	chr13-28953301-28954150	5.29817662364708	5.84823995202536e-08
Cysltr2 | chr14-72777683-72778610	0.82834695890422	Cysltr2	chr14-72777683-72778610	16.9912827219706	4.76412336208624e-65
Arid1a | chr4-133804227-133805096	0.827933608429261	Arid1a	chr4-133804227-133805096	3.2982444853586	0.000486456912057767
G530011O06Rik | chrX-169975747-169976607	0.827832724735332	G530011O06Rik	chrX-169975747-169976607	5.8945444015399	1.87858281378174e-09
Tpd52 | chr3-8983491-8984414	0.827337245462605	Tpd52	chr3-8983491-8984414	5.59003262094065	1.13513479264942e-08
Atf3 | chr1-191172166-191172967	0.826843723895729	Atf3	chr1-191172166-191172967	11.380703240968	2.60886368347464e-30
Srgap2 | chr1-131492132-131493044	0.826408593157975	Srgap2	chr1-131492132-131493044	3.39843920151642	0.000338857622799853
Hpgd | chr8-56301046-56301914	0.825749028071102	Hpgd	chr8-56301046-56301914	4.33105117238963	7.41995926905752e-06
Qk | chr17-10328273-10329154	0.825690724044454	Qk	chr17-10328273-10329154	3.38833844203508	0.000351587200197749
Cxcr4 | chr1-128549391-128549934	0.825251290919853	Cxcr4	chr1-128549391-128549934	8.85029518345781	4.36440580234501e-19
Rrm2 | chr12-25143327-25144134	0.825119233699893	Rrm2	chr12-25143327-25144134	6.51703598275683	3.58551143662163e-11
Shmt1 | chr11-60450686-60451359	0.824164091357313	Shmt1	chr11-60450686-60451359	5.9806835361686	1.11101600238852e-09
Zfand5 | chr19-21273959-21274809	0.823906414174301	Zfand5	chr19-21273959-21274809	4.49822308154267	3.42618876985416e-06
Iqgap2 | chr13-95964064-95964988	0.823475556016546	Iqgap2	chr13-95964064-95964988	4.4940005373234	3.49487257512134e-06
Klrc2 | chr6-129248001-129249010	0.82345420331237	Klrc2	chr6-129248001-129249010	4.61305345069582	1.98398104799416e-06
Cdkl4 | chr17-80620676-80621588	0.823429874658018	Cdkl4	chr17-80620676-80621588	3.90834231251415	4.64657860064415e-05
Sox4 | chr13-28948298-28949169	0.822206911261667	Sox4	chr13-28948298-28949169	6.23454457110171	2.26547157536719e-10
Dnaja1 | chr4-40735291-40736244	0.821187310519115	Dnaja1	chr4-40735291-40736244	7.55045446669707	2.16871011984147e-14
Inpp5d | chr1-87626204-87627055	0.820653727630513	Inpp5d	chr1-87626204-87627055	3.77784439306188	7.90958321840259e-05
Sgk1 | chr10-21992795-21993490	0.820570341018355	Sgk1	chr10-21992795-21993490	4.47774383136654	3.77180221350012e-06
Dnaaf3 | chr7-4409654-4410496	0.820045687366342	Dnaaf3	chr7-4409654-4410496	4.8561704661557	5.98388422299902e-07
Capn3 | chr2-120347849-120348762	0.81989165641885	Capn3	chr2-120347849-120348762	3.29759025861772	0.000487591632298555
4930568A12Rik | chr1-34283724-34284646	0.819891281935554	4930568A12Rik	chr1-34283724-34284646	4.73971851062577	1.07007663498261e-06
H3f3b | chr11-116017851-116018728	0.819778311155867	H3f3b	chr11-116017851-116018728	5.36469310649837	4.05434839768014e-08
Cxcr4 | chr1-128786728-128787654	0.819708992840796	Cxcr4	chr1-128786728-128787654	9.67397046515325	1.94493481830315e-22
4930404N11Rik | chr10-81494391-81495148	0.818823168194599	4930404N11Rik	chr10-81494391-81495148	5.57319871538414	1.25052004340582e-08
Iqgap2 | chr13-95973127-95974042	0.818799943307466	Iqgap2	chr13-95973127-95974042	4.18318011634536	1.43729731850574e-05
Hist3h2ba | chr11-59176483-59177362	0.818764913662472	Hist3h2ba	chr11-59176483-59177362	5.98370845212947	1.09056791361429e-09
Ifi204 | chr1-173741655-173742013	0.817858489911234	Ifi204	chr1-173741655-173742013	4.76684345863342	9.35672964121119e-07
Sat1 | chrX-155584353-155585267	0.817152891267076	Sat1	chrX-155584353-155585267	3.58392745146245	0.000169233066627564
Adamts1 | chr16-85804004-85804794	0.816281939743963	Adamts1	chr16-85804004-85804794	7.40464276746383	6.5751992292107e-14
Itga6 | chr2-71744526-71745437	0.815706084082993	Itga6	chr2-71744526-71745437	3.46312800480025	0.000266967160687318
Ier5 | chr1-155096381-155097223	0.81541309179649	Ier5	chr1-155096381-155097223	5.92496376946962	1.56183125369028e-09
4931413K12Rik | chr11-75370864-75371777	0.815145161843589	4931413K12Rik	chr11-75370864-75371777	5.28785580838532	6.18792353164762e-08
1810009A15Rik | chr19-8982990-8983767	0.815008334727271	1810009A15Rik	chr19-8982990-8983767	4.19428605156982	1.36866186562863e-05
Ifi203 | chr1-173490739-173491711	0.814745038532353	Ifi203	chr1-173490739-173491711	5.96636419165824	1.21299239141567e-09
Atp8a2 | chr14-60443908-60444834	0.814592913299819	Atp8a2	chr14-60443908-60444834	4.01913560307237	2.92060234067667e-05
Scoc | chr8-83140787-83141657	0.81415124233104	Scoc	chr8-83140787-83141657	3.18559338331423	0.000722287370955309
Stk39 | chr2-68465546-68466455	0.813826161706917	Stk39	chr2-68465546-68466455	9.25755590393993	1.04582553921112e-20
Entpd1 | chr19-40647191-40648122	0.813584021062191	Entpd1	chr19-40647191-40648122	3.80762115939486	7.01550002430091e-05
Cmas | chr6-142560890-142561789	0.813003836651993	Cmas	chr6-142560890-142561789	4.41645236592832	5.01669992398648e-06
Pfkp | chr13-6633348-6634241	0.812471623238536	Pfkp	chr13-6633348-6634241	7.51039136159702	2.94754296482694e-14
Zfp36 | chr7-28376302-28376999	0.812329137930072	Zfp36	chr7-28376302-28376999	5.87054647914681	2.17180491471673e-09
E330020D12Rik | chr1-153413981-153414824	0.812328611933362	E330020D12Rik	chr1-153413981-153414824	5.38512799769202	3.61965563590049e-08
Gpr183 | chr14-121938243-121939173	0.811802314834187	Gpr183	chr14-121938243-121939173	5.17554282234069	1.13624649664385e-07
Pag1 | chr3-9895710-9896300	0.811445584784324	Pag1	chr3-9895710-9896300	3.68978946601871	0.00011221985899061
Osbpl3 | chr6-50416546-50417416	0.810694610994753	Osbpl3	chr6-50416546-50417416	4.68440628608987	1.40386295227736e-06
Gulp1 | chr1-44950755-44951712	0.810443025392928	Gulp1	chr1-44950755-44951712	6.475557682574	4.72311955665232e-11
Ctsc | chr7-88277597-88278394	0.810256951839771	Ctsc	chr7-88277597-88278394	5.01587313066064	2.63965792664511e-07
Reps2 | chrX-162455114-162456066	0.809301653231836	Reps2	chrX-162455114-162456066	4.0304828268739	2.78311979352547e-05
Mir142hg | chr11-87749205-87750069	0.808497154964851	Mir142hg	chr11-87749205-87750069	5.28572425109969	6.26041912191309e-08
Nedd9 | chr13-41366561-41367583	0.808454217448613	Nedd9	chr13-41366561-41367583	4.23065302124223	1.16506933644677e-05
Vmp1 | chr11-86624001-86624886	0.808366329673389	Vmp1	chr11-86624001-86624886	4.35114348870117	6.77146924303456e-06
Taf3 | chr2-9965399-9966301	0.808195843306698	Taf3	chr2-9965399-9966301	4.45509225115643	4.19285644629735e-06
Ifi204 | chr1-173912632-173913487	0.807569184782947	Ifi204	chr1-173912632-173913487	9.71924401737951	1.24813945230599e-22
Med12l | chr3-59228503-59229386	0.805680515326482	Med12l	chr3-59228503-59229386	3.59344932802274	0.000163164567051853
Mycbp2 | chr14-102902592-102903504	0.805215511918458	Mycbp2	chr14-102902592-102903504	3.26001494601469	0.000557031714782471
Alg8 | chr7-97863246-97864164	0.804825957252549	Alg8	chr7-97863246-97864164	4.04245661161474	2.6447051220395e-05
Sgk1 | chr10-21604859-21605713	0.804536214374774	Sgk1	chr10-21604859-21605713	3.45654042021744	0.000273578570704265
Upk1b | chr16-38799840-38800729	0.804503829799479	Upk1b	chr16-38799840-38800729	4.88539399425716	5.16111154228757e-07
Zfp36l1 | chr12-79630020-79630921	0.804473407327251	Zfp36l1	chr12-79630020-79630921	3.9349580412646	4.16056160143384e-05
Hpgd | chr8-56294202-56295042	0.803918233143313	Hpgd	chr8-56294202-56295042	7.22975763360172	2.41928384906545e-13
Gm553 | chr1-52434970-52435792	0.802821229384895	Gm553	chr1-52434970-52435792	4.81265462344741	7.44692783589022e-07
Klrc1 | chr6-129615823-129616683	0.801296979008544	Klrc1	chr6-129615823-129616683	4.44653637900655	4.36329472179304e-06
Timp3 | chr10-86498372-86499282	0.801290262349739	Timp3	chr10-86498372-86499282	5.05087586638858	2.19894406790409e-07
Sgk1 | chr10-21994132-21995046	0.800611345441516	Sgk1	chr10-21994132-21995046	5.71390282398663	5.52070328363167e-09
Osbpl3 | chr6-50393892-50394595	0.800378342443469	Osbpl3	chr6-50393892-50394595	4.60332995109481	2.07894353671927e-06
Dnajc16 | chr4-141652830-141653575	0.800353231271392	Dnajc16	chr4-141652830-141653575	4.48629456421291	3.62362645541296e-06
Cytip | chr2-58159657-58160472	0.800350216704343	Cytip	chr2-58159657-58160472	4.47638296381152	3.79591271676695e-06
Dclk1 | chr3-55730105-55731069	0.798850972393459	Dclk1	chr3-55730105-55731069	5.84697153640952	2.50301561479337e-09
Them6 | chr15-74752512-74753400	0.798745856268061	Them6	chr15-74752512-74753400	5.46536165169129	2.30981987202785e-08
Siglech | chr7-55784305-55785231	0.79858715985556	Siglech	chr7-55784305-55785231	3.79600553709745	7.35231075367525e-05
Rgs1 | chr1-144330082-144330998	0.797944580535758	Rgs1	chr1-144330082-144330998	4.25484396401894	1.0459742360526e-05
Hspa1a | chr17-34954822-34955749	0.797434620333428	Hspa1a	chr17-34954822-34955749	11.8767790543151	7.81368122920697e-33
Eef2k | chr7-121258553-121259472	0.796976660758724	Eef2k	chr7-121258553-121259472	3.10105719702711	0.000964155195665606
G530011O06Rik | chrX-169980663-169981524	0.796921808454925	G530011O06Rik	chrX-169980663-169981524	8.57627436794516	4.89978140872148e-18
Rnf213 | chr11-119392707-119393561	0.796634015055977	Rnf213	chr11-119392707-119393561	4.86160227174048	5.82196976844071e-07
Glul | chr1-153910135-153910974	0.796567107841351	Glul	chr1-153910135-153910974	4.75366468156571	9.98811234971064e-07
Adrb1 | chr19-56721499-56722377	0.796120298912331	Adrb1	chr19-56721499-56722377	4.66863162937088	1.51606242166552e-06
Klri2 | chr6-130092255-130093115	0.796086014322767	Klri2	chr6-130092255-130093115	3.23092507718474	0.000616951394977511
Sfmbt2 | chr2-9905771-9906704	0.795710574768818	Sfmbt2	chr2-9905771-9906704	4.7711912876293	9.15697545723706e-07
