peak	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
chr17-34971913-34972869	0.00396944118527279	0.378056796091081	0.276	0.202	1
chr2-151493798-151494693	0.00397717650717011	0.403615061756307	0.223	0.162	1
chr10-24641310-24642220	0.0040260146557266	0.879325227329483	0.053	0.028	1
chr4-141913320-141914238	0.00404477073673168	0.819124479875558	0.067	0.036	1
chr8-104370156-104371004	0.00404554113763317	0.913174671426349	0.055	0.028	1
chr11-46480219-46481121	0.00408137553868363	0.554577818347736	0.158	0.1	1
chr13-47150823-47151669	0.00415849823465594	0.784260287104845	0.069	0.039	1
chr16-31570433-31571351	0.0041938200184981	0.885706505796526	0.057	0.03	1
chr6-8504530-8505466	0.00419943126957274	0.803378524065177	0.072	0.039	1
chr6-88898298-88899201	0.00429807271787538	0.452657098186528	0.201	0.143	1
chr5-64860965-64861895	0.00442540083068401	0.816289683343383	0.058	0.032	1
chr17-64753852-64754794	0.00442765704848227	0.666774122805427	0.095	0.056	1
chr6-124477457-124478286	0.00446196369029201	0.881867937030149	0.058	0.03	1
chr5-139826428-139827305	0.00448233053441284	0.610727214316156	0.112	0.072	1
chr9-121918775-121919687	0.0044927745511992	0.724630386980874	0.083	0.048	1
chr14-54901917-54902806	0.00450331152831612	0.804968333530837	0.064	0.036	1
chr9-88956437-88957308	0.00453665682887006	0.847895336954895	0.065	0.033	1
chr1-170845518-170846451	0.00460744092925148	0.678739201597924	0.091	0.055	1
chr8-11452274-11453151	0.00465450899789306	0.800919738322585	0.064	0.035	1
chr17-34262781-34263681	0.00467169135449253	0.582220662184072	0.138	0.088	1
chr7-141008724-141009574	0.0047400579853197	0.688387613106631	0.085	0.051	1
chr15-53342881-53343797	0.00476641894045313	0.530098984302	0.134	0.091	1
chrX-38334555-38335466	0.00484511430263178	0.918431048223067	0.054	0.028	1
chr1-161170429-161171328	0.00485168984484719	0.906424898936819	0.05	0.026	1
chr5-149088667-149089567	0.00485913899421495	0.582263051129367	0.114	0.074	1
chr2-166900526-166901449	0.00492621371785257	0.69406483023309	0.085	0.051	1
chr5-105011316-105012227	0.00494513190407366	0.884102847510783	0.05	0.027	1
chr1-131086622-131087531	0.00496045754150632	0.856380358143507	0.059	0.032	1
chr5-53546599-53547546	0.00501455051612363	0.921691204048623	0.051	0.026	1
chr11-106740982-106741805	0.00502746535995762	0.876518866545535	0.054	0.029	1
chr17-33920453-33921361	0.00506707845337675	0.688887489179465	0.093	0.055	1
chr11-117975829-117976732	0.00508063058159581	0.756595043402296	0.069	0.04	1
chr9-22962031-22962947	0.00510806889928307	0.564862469573176	0.119	0.079	1
chr17-29396556-29397500	0.00512795440770783	0.654345026132117	0.094	0.057	1
chr9-122310352-122311248	0.0051761557050389	0.726599769736499	0.081	0.046	1
chr7-120918563-120919214	0.00519319584951317	0.837894997882505	0.057	0.034	1
chr9-99352764-99353684	0.00524451300229301	0.960516974195891	0.055	0.027	1
chr1-163963909-163964814	0.00525793281250709	0.930861332504793	0.053	0.026	1
chr4-135181578-135182494	0.00528564093229406	0.729557204210133	0.073	0.043	1
chr4-41097840-41098764	0.00528776549723439	0.906997437999902	0.055	0.028	1
chr11-78864383-78865291	0.00531787199111234	0.827330769117187	0.059	0.033	1
chr16-25024348-25025273	0.00541467593458831	0.818544374352071	0.065	0.037	1
chr4-101357201-101358055	0.00542081749837781	0.622534831825637	0.109	0.068	1
chr4-46601643-46602536	0.00543140455804755	0.549528268292758	0.14	0.092	1
chr18-82531627-82532544	0.00543258989062491	0.63825400211739	0.106	0.064	1
chr15-10714320-10715241	0.00543720571312471	0.786162716066763	0.063	0.036	1
chr17-34293294-34294216	0.00544341315132519	0.798662485996856	0.06	0.034	1
chr6-31169264-31170090	0.00544666799816069	0.764453946016468	0.076	0.043	1
chr11-58009842-58010800	0.00545817532730206	0.558232948968325	0.129	0.086	1
chr13-37433840-37434717	0.00546196468264326	0.682577624025165	0.092	0.057	1
chr5-92374536-92375325	0.00552119662530906	0.51767671817477	0.14	0.09	1
chr1-55048800-55049692	0.00552295812855213	0.891359107434868	0.05	0.026	1
chr5-32012868-32013780	0.00554390363169405	0.892503741271044	0.059	0.03	1
chr11-70453164-70453914	0.00556012040587993	0.722929153812587	0.085	0.049	1
chr7-118478745-118479686	0.00560544445784388	0.728982029835326	0.084	0.046	1
chr3-87515370-87516288	0.00563423639039772	0.625802512142064	0.115	0.072	1
chr16-89950092-89950950	0.00567207841870248	0.927036732487633	0.051	0.026	1
chr6-51524868-51525734	0.00567623555667587	0.781002872137884	0.072	0.04	1
chr19-8984146-8985019	0.00569758634162112	0.792029010361818	0.057	0.031	1
chr5-105145439-105146317	0.00571900394085752	0.892116039959616	0.057	0.029	1
chr17-26677052-26677751	0.00573209043097362	0.752992003247942	0.074	0.043	1
chr16-92439949-92440843	0.00575488683515699	0.589194320408788	0.119	0.073	1
chr7-19920618-19921440	0.00577512913580116	0.731052958744993	0.081	0.046	1
chr13-24698453-24699372	0.00583317446695627	0.786296970548596	0.064	0.036	1
chr10-68249139-68250057	0.00585816475944919	0.742048490376444	0.076	0.044	1
chr3-88771128-88771975	0.00586573504430975	0.695264811266048	0.092	0.054	1
chr9-7221158-7222039	0.00590783334400611	0.490673876735503	0.166	0.114	1
chr9-65568512-65569272	0.00591933511982837	0.51262603994106	0.151	0.104	1
chr4-133552863-133553795	0.00595533574951688	0.684111408522408	0.087	0.052	1
chr7-119720307-119721183	0.00595983910374126	0.606115203659986	0.121	0.074	1
chr15-83221437-83222350	0.00599986775247478	0.790682835842624	0.072	0.04	1
chr5-125273374-125274286	0.00601479206184148	0.624072027980018	0.105	0.067	1
chr11-31732701-31733504	0.00604215797851152	0.803705404432177	0.068	0.037	1
chr6-85069017-85069904	0.00604472278880456	0.520245327861106	0.153	0.102	1
chr7-109631025-109631850	0.00606385417841877	0.749872855462741	0.075	0.042	1
chr9-114390152-114390994	0.00610886009191917	0.684306536080933	0.095	0.055	1
chr10-25331384-25332254	0.00612295657465337	0.505810544957361	0.15	0.102	1
chr16-87246058-87246983	0.00615409447095778	0.661442428606633	0.1	0.061	1
chr1-10039389-10040259	0.00619944321353325	0.421395164773599	0.221	0.156	1
chr4-11453595-11454446	0.00621205336205552	0.638811157851356	0.084	0.052	1
chr11-29705026-29705906	0.00621449272525401	0.865849353550067	0.057	0.032	1
chr4-110050641-110051499	0.00626311203863455	0.907055559879581	0.05	0.027	1
chr6-128888495-128889402	0.00629621735321569	0.745714767665768	0.076	0.043	1
chr9-65536003-65536786	0.00631045786775973	0.548781019876148	0.122	0.08	1
chr7-113377731-113378605	0.00636837506534311	0.734627878437854	0.079	0.046	1
chr11-86578646-86579554	0.006396923598521	0.499142453492474	0.176	0.119	1
chr10-117676769-117677637	0.00640160268114688	0.914141850152294	0.051	0.026	1
chr2-61592803-61593531	0.00659925401924588	0.40951724603988	0.214	0.15	1
chr5-92602781-92603574	0.00663322270566045	0.700198253620962	0.078	0.047	1
chr19-37370059-37370894	0.00666980739143483	0.729898424984531	0.081	0.047	1
chr7-75787193-75788075	0.00668797086746986	0.661461160403845	0.097	0.06	1
chr3-100436471-100437402	0.00671330455233581	0.489799979600333	0.154	0.106	1
chr5-123866182-123867161	0.00675320187095595	0.883275835717099	0.051	0.026	1
chr4-43465966-43466841	0.00677821176504316	0.609334248873955	0.1	0.064	1
chr3-65929310-65930073	0.00684480141329019	0.540694247719571	0.122	0.083	1
chr15-74752512-74753400	0.0069160523194139	0.855944230600424	0.057	0.03	1
chr7-139295352-139296252	0.00693006614920012	0.694957173864938	0.074	0.045	1
chr8-128491077-128491996	0.00693446572304905	0.74241723834028	0.069	0.042	1
chr7-58657840-58658716	0.0069373103780683	0.772306234753477	0.07	0.039	1
chr5-25010148-25010911	0.00695153611816384	0.655011490381462	0.091	0.055	1
chr15-80582301-80583209	0.006957221377832	0.567928015841741	0.111	0.072	1
chr13-99287596-99288351	0.006973765754473	0.593898980865367	0.104	0.067	1
chr4-86669368-86670217	0.00699960490359227	0.622132637730355	0.115	0.072	1
chr8-85407837-85408754	0.00703457553796967	0.678317969147249	0.082	0.048	1
chr6-51635949-51636862	0.00707545864620769	0.926839770389773	0.05	0.026	1
chr6-95098099-95099010	0.00707989773222243	0.796873219693205	0.062	0.036	1
chr4-8837274-8838182	0.00711370812757889	0.775714853632812	0.066	0.037	1
chr3-107759810-107760751	0.0071163899203203	0.451154262520344	0.192	0.132	1
chr4-9110075-9110973	0.00730639209019522	0.630047527349054	0.113	0.069	1
chr7-16909656-16910517	0.00735422296835659	0.663011123120236	0.088	0.052	1
chr18-50088565-50089391	0.00742188924542361	0.731365087658317	0.074	0.044	1
chr7-102426015-102426871	0.00747207821995832	0.676373129591777	0.084	0.05	1
chr10-79779805-79780694	0.0074911218880925	0.406598421213557	0.219	0.153	1
chr8-83747510-83748302	0.00751904453437903	0.7203656037171	0.073	0.044	1
chr4-156202572-156203539	0.00752119037247465	0.450390355083526	0.17	0.121	1
chr14-121035108-121035952	0.00755029878358952	0.536826738741469	0.135	0.09	1
chr5-28315207-28315946	0.00757495924249286	0.811086376132602	0.059	0.032	1
chr3-130328553-130329461	0.00758657654753303	0.89286908372975	0.054	0.028	1
chr17-74020268-74021169	0.00762566456682688	0.76481134958013	0.069	0.039	1
chr7-82810983-82811790	0.00763247978372269	0.632392420957125	0.098	0.059	1
chr13-94295766-94296605	0.00766771891474093	0.491136905161404	0.169	0.112	1
chr11-77466887-77467596	0.00769579711980665	0.669164141117641	0.083	0.049	1
chr10-59236180-59237041	0.00773938175716584	0.623585397822734	0.098	0.061	1
chr8-125733876-125734526	0.00774117783738214	0.753109988377804	0.079	0.045	1
chr13-20313159-20314070	0.00774347221580254	0.509014304358192	0.159	0.109	1
chr2-4389148-4390048	0.00774826812958388	0.733231379491502	0.076	0.044	1
chr9-88241298-88242201	0.00788571333055701	0.79607685435268	0.063	0.034	1
chr9-50738981-50739895	0.00795879289259966	0.509746821846745	0.143	0.099	1
chr1-131089893-131090691	0.00799427146522115	0.588440065748528	0.104	0.066	1
chr8-123280358-123281244	0.00805254976246513	0.67817087430364	0.094	0.057	1
chr14-103033233-103033859	0.00812419893517238	0.69656666983434	0.091	0.053	1
chr2-165855563-165856456	0.00816495284269159	0.678830448055454	0.083	0.05	1
chr1-72963185-72964095	0.00819710931591025	0.8053080788641	0.059	0.033	1
chr2-91042400-91043312	0.00820334167847755	0.619814121584783	0.096	0.059	1
chr19-47936278-47937122	0.00823140035883708	0.80015118417659	0.055	0.031	1
chr12-4717135-4718024	0.00825557778579914	0.912874893983023	0.053	0.027	1
chr11-62248482-62249347	0.00827471504615519	0.794633963834122	0.063	0.035	1
chr10-118709454-118710345	0.00833776567023693	0.514186702183281	0.152	0.101	1
chr1-161734715-161735460	0.00838229667402867	0.788366660066403	0.065	0.036	1
chr15-6562054-6562981	0.00838982648155084	0.668269627095153	0.087	0.052	1
chr13-52099817-52100690	0.00847999299261174	0.612875358836198	0.1	0.062	1
chr6-113326399-113327305	0.00856043837417709	0.297112324837812	0.377	0.301	1
chr7-45634974-45635886	0.00858174054511293	0.527560068413326	0.133	0.088	1
chr1-55766666-55767480	0.00860831062182797	0.641693183646989	0.087	0.054	1
chr16-93798427-93799304	0.00860897959992993	0.472700549204698	0.157	0.111	1
chr13-52849270-52850194	0.00863516852073833	0.585360811044352	0.11	0.07	1
chr7-16049420-16050218	0.00864850999491352	0.776777396342641	0.059	0.034	1
chr3-138527959-138528526	0.0086585629383046	0.760617913046276	0.066	0.038	1
chr15-73149569-73150308	0.00872843522468492	0.772790168909404	0.07	0.04	1
chr11-120519521-120520383	0.00878534281486994	0.855984667830983	0.055	0.029	1
chr12-69445996-69446806	0.00878705323385793	0.660076588318354	0.082	0.05	1
chr4-16081838-16082720	0.00879483680979405	0.832479333858811	0.055	0.03	1
chr2-30471680-30472573	0.00888737617439886	0.571483332490209	0.11	0.073	1
chr16-92867038-92867954	0.00890053068584291	0.506064707180226	0.145	0.095	1
chr4-129829648-129830501	0.00894759550795897	0.586782339284724	0.114	0.07	1
chr13-20107690-20108591	0.00905474713873879	0.694343437982988	0.07	0.044	1
chr7-142341890-142342805	0.00909446919389161	0.543189669329791	0.116	0.078	1
chr11-83066695-83067482	0.009094723662734	0.516471630244149	0.147	0.099	1
chr15-97824745-97825654	0.00912773876344757	0.782650769521545	0.051	0.03	1
chr11-106410388-106411280	0.00912965912804546	0.672557767227393	0.078	0.048	1
chr15-5446240-5447138	0.00917255136343653	0.60844004482933	0.101	0.064	1
chr9-121709872-121710753	0.00917692735306237	0.335168619812342	0.291	0.226	1
chr15-59864515-59865380	0.00923489718417499	0.594157508923096	0.105	0.067	1
chr10-75222377-75223243	0.00924663140260005	0.853337675993112	0.05	0.027	1
chr7-117486356-117487245	0.00925020333652713	0.760026977544174	0.064	0.035	1
chr1-176823663-176824519	0.00930673186968154	0.510321057332952	0.134	0.093	1
chr8-95715476-95716362	0.00934076785283034	0.575355849696452	0.107	0.069	1
chr4-135203004-135203901	0.00935633446739568	0.712722938167877	0.07	0.041	1
chr11-109368851-109369762	0.00937514318662652	0.45505364276031	0.177	0.124	1
chr18-82910329-82911203	0.0094603734925634	0.593730632393116	0.103	0.068	1
chr7-27490484-27491439	0.00953037457793302	0.434749253030272	0.201	0.143	1
chr6-17654983-17655735	0.00959619772190342	0.804949544991493	0.07	0.038	1
chr2-152778911-152779809	0.00971440084949736	0.801536926063864	0.056	0.031	1
chr11-82077798-82078732	0.00972681035839286	0.836133070002186	0.053	0.028	1
chr2-30801047-30801927	0.00973336990523853	0.76959181436707	0.064	0.037	1
chr4-43045591-43046538	0.00975555265931149	0.443717580165246	0.178	0.123	1
chr17-75480957-75481833	0.00985618551233754	0.841434155769473	0.058	0.031	1
chr2-38950107-38951014	0.00986927769166091	0.488942336478081	0.138	0.094	1
chr19-32214697-32215577	0.00990611467539111	0.690311721445323	0.077	0.045	1
chr17-34305419-34306269	0.00991063200281593	0.586527263086903	0.107	0.068	1
chr13-55727059-55727838	0.00997096300908149	0.483951062456973	0.174	0.115	1
chr14-50944082-50944995	0.009977547508449	0.411028209124867	0.213	0.154	1
chr6-87551926-87552887	0.0100336822463274	0.791416002953045	0.057	0.031	1
chr14-33168395-33169311	0.0100387746836999	0.758618703639967	0.058	0.034	1
chr1-156956053-156956990	0.0100601201686156	0.807833221218956	0.062	0.032	1
chr15-97830923-97831898	0.0102345380506487	0.615965070653876	0.089	0.057	1
chr7-140997505-140998296	0.0102375983032928	0.704240073907226	0.077	0.045	1
chr1-58722043-58722960	0.0102454218519805	0.709327212421746	0.075	0.044	1
chr17-34968025-34968960	0.010247674366872	0.710921496818885	0.077	0.047	1
chr4-41773437-41774299	0.0102546009948021	0.547501190053105	0.11	0.072	1
chr7-130846963-130847856	0.0102758269245901	0.771341439162626	0.055	0.031	1
chr12-25213617-25214559	0.010284458585445	0.467327904883279	0.172	0.118	1
chr16-5244176-5245081	0.0102897585805915	0.755707453805636	0.065	0.038	1
chr13-101866604-101867507	0.0102994104369281	0.656411088205468	0.081	0.05	1
chr19-24431974-24432945	0.0103634809756779	0.799642177696559	0.056	0.031	1
chr10-81605834-81606675	0.0104419353058854	0.404483004363841	0.209	0.157	1
chr1-136116892-136117686	0.0104820701090733	0.792288298896505	0.062	0.034	1
chr14-66230689-66231607	0.010548470006795	0.796116170874827	0.056	0.031	1
chr2-158167635-158168333	0.0106381414325682	0.834866511399167	0.054	0.029	1
chr10-80086644-80087165	0.0106727365156826	0.846098572147101	0.051	0.028	1
chr7-43920588-43921322	0.0106830040627048	0.748214522414857	0.064	0.037	1
chr8-120436542-120437194	0.0106912904055351	0.837466341563666	0.056	0.03	1
chr2-130697122-130697999	0.0107300893601942	0.705188294103968	0.068	0.042	1
chr3-84714777-84715693	0.0107503306499189	0.558934363212684	0.114	0.076	1
chr15-38244572-38245479	0.0107672629328717	0.677930918111274	0.076	0.047	1
chr11-117963095-117964013	0.0107772504075244	0.364548843106155	0.274	0.199	1
chr1-150164664-150165547	0.0108053431359706	0.700098237923806	0.07	0.042	1
chr17-35424405-35425280	0.0108087610767793	0.369607760004213	0.242	0.174	1
chr11-29549259-29550127	0.0108372202374358	0.774908922867464	0.056	0.033	1
chr11-87759524-87760180	0.0109007515663533	0.732334000518497	0.075	0.042	1
chr6-38353957-38354888	0.0109091586777133	0.368941958767023	0.254	0.186	1
chr14-121929070-121929879	0.0109811876290487	0.56582552660388	0.119	0.076	1
chr14-51082467-51083334	0.0110007330187202	0.593619624735344	0.114	0.071	1
chr10-82795016-82795912	0.0110179555529339	0.661362394910102	0.085	0.051	1
chr4-129034930-129035783	0.0110349144369877	0.633952266530601	0.086	0.054	1
chr8-123805485-123806418	0.0110366433854921	0.592521317580199	0.093	0.061	1
chr3-95888409-95889305	0.0110609305254096	0.787865391503642	0.059	0.032	1
chr3-104937444-104938385	0.0110632658159386	0.839095196304361	0.055	0.029	1
chr17-34457480-34458429	0.011083348682753	0.809839110198608	0.06	0.034	1
chr16-10784890-10785841	0.0110996983153671	0.321491320138625	0.31	0.244	1
chr16-20611238-20612112	0.0111382168072427	0.435933416826648	0.192	0.136	1
chr6-47888574-47889500	0.0111995005210776	0.658642264195573	0.074	0.046	1
chr12-85108375-85109245	0.0112667252789869	0.859002997863086	0.05	0.027	1
chr15-101252333-101253164	0.0113738945706689	0.757918943208874	0.063	0.034	1
chr10-128344601-128345514	0.0114103881016951	0.647016820064293	0.078	0.046	1
chr13-37056415-37057327	0.0114223429103742	0.590522292467784	0.103	0.066	1
chr9-92250024-92250914	0.0114432943011161	0.684353108259381	0.069	0.041	1
chr12-110503117-110503977	0.0114999762058564	0.663992410450126	0.067	0.043	1
chr17-35209702-35210643	0.0115040057766722	0.576181789303523	0.109	0.07	1
chr11-16931869-16932782	0.0115107262822113	0.760414286047189	0.063	0.034	1
chr1-151689159-151690087	0.0115387046351254	0.653281912946762	0.079	0.048	1
chr10-62505866-62506739	0.0115515350740943	0.548709735812055	0.116	0.077	1
chr12-99795710-99796580	0.0115878708067519	0.831282157005966	0.054	0.028	1
chr18-70567874-70568725	0.011596677963942	0.365340612108517	0.233	0.179	1
chr11-44381966-44382878	0.0116038287218496	0.551204266338765	0.128	0.081	1
chr17-29095080-29095968	0.0116604229660495	0.407524226103519	0.215	0.156	1
chr15-100420953-100421810	0.0116628144523796	0.728085028556051	0.064	0.037	1
chr13-89740099-89740910	0.0116938091381977	0.614599075405129	0.093	0.059	1
chr12-102453294-102454211	0.01177157262266	0.637771093900714	0.084	0.052	1
chr4-124997335-124998249	0.0117945978611481	0.52557675787122	0.119	0.083	1
chr5-123155177-123156062	0.0118074327774881	0.849781213319274	0.053	0.027	1
chr11-97141893-97142805	0.0118606312727272	0.568632607093069	0.116	0.074	1
chr13-109775827-109776733	0.0120257794883028	0.702017472120759	0.067	0.04	1
chr8-125422291-125423219	0.0120337007846832	0.629228725654284	0.089	0.055	1
chr4-137967916-137968823	0.0120342283718881	0.752313445306988	0.062	0.036	1
chr8-95886931-95887936	0.0121291431369397	0.496074807120142	0.15	0.101	1
chr19-32637144-32638074	0.0122261262916363	0.774567171113661	0.064	0.035	1
chr16-92399730-92400633	0.0122451645407758	0.463411923438197	0.177	0.124	1
chr17-72917824-72918734	0.012268526241728	0.343225905976185	0.27	0.207	1
chr4-125130954-125131898	0.0123631894743257	0.784196776377784	0.055	0.032	1
chr13-21940165-21940772	0.0124142605668957	0.540698786319644	0.116	0.079	1
chr17-34104535-34105452	0.0124218260999507	0.661975150009523	0.079	0.049	1
chr3-52197797-52198659	0.0124337557921858	0.603793405599532	0.095	0.06	1
chr8-105471021-105471901	0.0124465246491221	0.758401969643735	0.069	0.04	1
chr13-64151937-64152545	0.012568872682915	0.590306696979745	0.105	0.067	1
chr15-66103031-66103963	0.0125730139511001	0.693160614493553	0.07	0.042	1
chr1-173430035-173430937	0.0126500327954402	0.742898440548953	0.065	0.037	1
chr5-139793450-139794397	0.0126815279449519	0.658448886749519	0.081	0.049	1
chr2-34671184-34672107	0.0127004525972651	0.729953045034952	0.058	0.034	1
chr3-10288254-10289171	0.0127673824643859	0.61441323139479	0.087	0.056	1
chr14-70394785-70395690	0.0127995073645609	0.588672021751571	0.098	0.062	1
chr11-85003304-85004194	0.0128199115939271	0.529713911895259	0.112	0.074	1
chr1-75400595-75401394	0.0128402201391886	0.738866401615982	0.056	0.031	1
chr9-70284311-70285245	0.0128429519228858	0.659383920657985	0.072	0.044	1
chr4-95214895-95215808	0.0128632642205296	0.599719223574282	0.104	0.066	1
chr2-84798933-84799860	0.0128890646856415	0.55369323042817	0.102	0.069	1
chr1-131672175-131673013	0.0129048108077711	0.802880253015474	0.056	0.033	1
chr18-36708565-36709445	0.0130057381574513	0.535323067602801	0.117	0.078	1
chr6-134044719-134045652	0.013047329260823	0.831796264041751	0.053	0.028	1
chr3-89785147-89786044	0.0130781048488139	0.490501790958985	0.145	0.102	1
chr15-103366194-103367092	0.013089378087085	0.689357068599832	0.076	0.047	1
chr2-167421253-167422135	0.0131137901952279	0.344080465697632	0.277	0.214	1
chr12-3890976-3891888	0.0131175249614077	0.505127841910886	0.131	0.088	1
chr2-122069473-122070406	0.0131549617025818	0.74713284875342	0.063	0.037	1
chr9-64021618-64022385	0.0131978651635989	0.411371306385034	0.191	0.141	1
chr15-79694338-79694999	0.0132271906579818	0.662523177613908	0.086	0.05	1
chr16-35776406-35777296	0.0132334718037361	0.642895064724088	0.075	0.047	1
chr8-85142285-85143200	0.0132341426530907	0.522355626812343	0.132	0.087	1
chr16-55698260-55699177	0.0132396394006296	0.57975120766261	0.096	0.064	1
chr8-89020960-89021870	0.0132980543209512	0.794329936741608	0.057	0.032	1
chr6-85380341-85381203	0.0133837790009795	0.736178041041837	0.064	0.037	1
chr12-26469007-26469872	0.0134830487570511	0.63386811471116	0.087	0.054	1
chr11-4894848-4895776	0.0134924034098815	0.554731530237605	0.115	0.077	1
chr16-31938508-31939412	0.0135254343763306	0.723585079997742	0.065	0.038	1
chr1-191277381-191278263	0.0136111394693988	0.814714460698584	0.053	0.029	1
chr14-60290041-60290959	0.0136146445462948	0.810427978823118	0.053	0.028	1
chr2-129313628-129314439	0.0137090269272638	0.738131850048335	0.066	0.038	1
chr1-149830859-149831762	0.0137695622741471	0.722960535378915	0.059	0.035	1
chr4-10983384-10984298	0.0137781831995209	0.744127042208693	0.069	0.039	1
chr2-118025566-118026486	0.0137875800427476	0.732778944855118	0.053	0.032	1
chr10-96370678-96371597	0.0138886620558218	0.458266086678738	0.172	0.12	1
chr8-123040755-123041466	0.0138910653036339	0.523367442105661	0.131	0.087	1
chr17-88123385-88124282	0.0139479066458935	0.718975192324891	0.062	0.038	1
chr13-110601603-110602506	0.0140030223207873	0.718434949345696	0.072	0.041	1
chr5-92332112-92333062	0.0140508274118376	0.760210249863825	0.058	0.033	1
chr7-28779865-28780690	0.0140610239289672	0.576303593661723	0.103	0.065	1
chr11-102431961-102432795	0.0140622977681935	0.404856818394539	0.204	0.149	1
chr6-129235631-129236558	0.0141342923963453	0.440748486671318	0.155	0.113	1
chr4-148151499-148152356	0.0141727662372474	0.326113876701881	0.276	0.211	1
chr19-47147597-47148453	0.014219999394999	0.703463308020833	0.067	0.037	1
chr10-19068073-19068978	0.0142521027770104	0.805695737288593	0.057	0.03	1
chr7-101908151-101909008	0.0143069898930981	0.677532635122986	0.07	0.042	1
chr2-129625687-129626552	0.0144669313960491	0.643950390918774	0.081	0.049	1
chr19-57393103-57394014	0.0144844943352357	0.823272813872443	0.051	0.027	1
chr12-84762318-84763156	0.0145618375497732	0.653343765267766	0.088	0.053	1
chr10-94473915-94474840	0.014649907242391	0.490901049709152	0.141	0.095	1
chr9-96391670-96392474	0.014830203462161	0.764427389242514	0.056	0.031	1
chr2-30061551-30062121	0.0148346811830497	0.738004179714552	0.068	0.04	1
chr7-6382789-6383705	0.0148565431079666	0.411956347558133	0.187	0.131	1
chr11-86613927-86614831	0.0149280435341577	0.59169059215892	0.107	0.069	1
chr8-13338269-13339168	0.0149570740181535	0.472682263751354	0.153	0.108	1
chr5-147331283-147332191	0.015126876098758	0.82669737670876	0.05	0.027	1
chr6-134152504-134152947	0.0151875198998807	0.697359370633441	0.07	0.042	1
chr10-88826353-88827261	0.0152260323359722	0.515893904549747	0.13	0.088	1
chr11-30198007-30198797	0.0152637011021064	0.711321540627947	0.067	0.039	1
chr7-42490260-42491104	0.0152861550338887	0.692347893831303	0.075	0.044	1
chr13-67080964-67081879	0.0153043636403539	0.405360798184113	0.195	0.139	1
chr15-101052612-101053476	0.0153214688028842	0.661726468989304	0.084	0.05	1
chr19-61228271-61228990	0.0153497537921027	0.56056856972322	0.098	0.069	1
chr8-117282015-117282890	0.0153606202709635	0.569623637332889	0.105	0.069	1
chr8-86855908-86856782	0.0154538068354029	0.821386548109447	0.053	0.029	1
chr19-6276412-6277036	0.0154756713642741	0.538257140539001	0.12	0.077	1
chr12-36036478-36037410	0.015512603938731	0.595627772494598	0.098	0.061	1
chr17-51477138-51478149	0.0155425033290358	0.578602694541656	0.084	0.055	1
chr17-27850817-27851706	0.0156853419068521	0.428170986432777	0.177	0.126	1
chr6-34995029-34995904	0.0157024741034785	0.50412814473351	0.117	0.079	1
chr2-178414075-178414994	0.0157428665100559	0.403796459266328	0.216	0.16	1
chr5-124479862-124480775	0.0158021217348162	0.804168355955604	0.053	0.028	1
chr1-152437301-152438220	0.0158504277406195	0.760668980053148	0.057	0.033	1
chr5-88981317-88982222	0.0159161527928696	0.643572401603613	0.076	0.047	1
chr15-79895503-79896274	0.015957557378307	0.70974513606189	0.072	0.041	1
chr9-48422065-48422992	0.0160494960227726	0.613028347444678	0.081	0.052	1
chr10-88420368-88421285	0.0160639777657889	0.661166724475679	0.063	0.04	1
chr15-96542928-96543787	0.0160948007112246	0.747700440353885	0.055	0.032	1
chr4-122838143-122839085	0.0162396477685219	0.67717414882106	0.074	0.045	1
chr3-31061059-31061958	0.0162601277613487	0.485965887660484	0.129	0.091	1
chr2-103605682-103606582	0.0162630498943233	0.775383898966608	0.062	0.034	1
chr2-166180637-166181566	0.016314655467509	0.417565236083166	0.192	0.137	1
chr6-39781440-39782218	0.0163431265514291	0.621062722841157	0.089	0.053	1
chr9-40343618-40344234	0.0163650895739552	0.718042153265343	0.053	0.031	1
chr14-54605582-54606484	0.0163781840986963	0.50842872613753	0.119	0.082	1
chr15-38470231-38471130	0.0164782958916648	0.316138129069748	0.311	0.243	1
chr10-67290532-67291459	0.0164815223146466	0.699932393540705	0.07	0.041	1
chr16-94240893-94241795	0.0165556347608119	0.779160375788542	0.05	0.028	1
chr19-4697882-4698804	0.0165610774431126	0.84400156529562	0.054	0.028	1
chr9-120115785-120116690	0.0165677335103093	0.608790034088156	0.083	0.053	1
chr16-55821730-55822601	0.0165732737449427	0.35215190702481	0.267	0.197	1
chr4-137913149-137914077	0.0165898082333637	0.608929082109706	0.077	0.049	1
chr4-4792856-4793711	0.0166294926726999	0.470482783894882	0.135	0.093	1
chr2-120095957-120096878	0.0166735482002994	0.597244214423026	0.092	0.058	1
chr10-39893617-39894493	0.0166738674215023	0.743029975313266	0.054	0.031	1
chr7-107683390-107684300	0.0167151640134056	0.635383107485689	0.076	0.05	1
chr5-64601568-64602517	0.0167937564010381	0.550657219496585	0.101	0.068	1
chr19-36005983-36006928	0.0168149274454397	0.824955273141735	0.051	0.028	1
chr18-53903473-53904154	0.0168399831369954	0.643552014850289	0.083	0.05	1
chr8-57539904-57540685	0.0168485954464878	0.617028386705668	0.075	0.047	1
chr9-63793616-63794441	0.0169602772942979	0.695116921611032	0.072	0.043	1
chr16-92868274-92869156	0.0169647909976891	0.519754836179699	0.098	0.067	1
