"seqnames","start","end","region_id","cluster_assignment"
"chr2",125579289,125580239,"region_790","IEG.High.Microglia"
"chr2",125603572,125604440,"region_791","IEG.High.Microglia"
"chr2",125695795,125696758,"region_792","IEG.High.Microglia"
"chr2",127079754,127080648,"region_793","IEG.High.Microglia"
"chr2",127518549,127519407,"region_794","IEG.High.Microglia"
"chr2",127889138,127890024,"region_795","IEG.High.Microglia"
"chr2",128072608,128073567,"region_796","IEG.High.Microglia"
"chr2",128709220,128710122,"region_797","IEG.High.Microglia"
"chr2",128747271,128748094,"region_798","IEG.High.Microglia"
"chr2",128855132,128856043,"region_799","IEG.High.Microglia"
"chr2",128947924,128948826,"region_800","IEG.High.Microglia"
"chr2",129313628,129314439,"region_801","IEG.High.Microglia"
"chr2",129314692,129315504,"region_802","IEG.High.Microglia"
"chr2",129359883,129360805,"region_803","IEG.High.Microglia"
"chr2",129538968,129539830,"region_804","IEG.High.Microglia"
"chr2",129603375,129603993,"region_805","IEG.High.Microglia"
"chr2",129606676,129607573,"region_806","IEG.High.Microglia"
"chr2",129625687,129626552,"region_807","IEG.High.Microglia"
"chr2",130113231,130114143,"region_808","IEG.High.Microglia"
"chr2",130365369,130366247,"region_809","IEG.High.Microglia"
"chr2",130697122,130697999,"region_810","IEG.High.Microglia"
"chr2",130730523,130731400,"region_811","IEG.High.Microglia"
"chr2",131954940,131955851,"region_812","IEG.High.Microglia"
"chr2",131976455,131977342,"region_813","IEG.High.Microglia"
"chr2",131982331,131983222,"region_814","IEG.High.Microglia"
"chr2",132095686,132096471,"region_815","IEG.High.Microglia"
"chr2",132106884,132107684,"region_816","IEG.High.Microglia"
"chr2",132315768,132316671,"region_817","IEG.High.Microglia"
"chr2",132688923,132689842,"region_818","IEG.High.Microglia"
"chr2",132879147,132880095,"region_819","IEG.High.Microglia"
"chr2",133020209,133021078,"region_820","IEG.High.Microglia"
"chr2",139919620,139920519,"region_821","IEG.High.Microglia"
"chr2",140394901,140395785,"region_822","IEG.High.Microglia"
"chr2",143867067,143867961,"region_823","IEG.High.Microglia"
"chr2",144219057,144220013,"region_824","IEG.High.Microglia"
"chr2",144279714,144280627,"region_825","IEG.High.Microglia"
"chr2",145188705,145189520,"region_826","IEG.High.Microglia"
"chr2",145196073,145197478,"region_827","IEG.High.Microglia"
"chr2",145860263,145861173,"region_828","IEG.High.Microglia"
"chr2",147084761,147085605,"region_829","IEG.High.Microglia"
"chr2",148408934,148409807,"region_830","IEG.High.Microglia"
"chr2",148521871,148522811,"region_831","IEG.High.Microglia"
"chr2",150660569,150661447,"region_832","IEG.High.Microglia"
"chr2",150671699,150672550,"region_833","IEG.High.Microglia"
"chr2",150836611,150837455,"region_834","IEG.High.Microglia"
"chr2",150860919,150861784,"region_835","IEG.High.Microglia"
"chr2",150896943,150897811,"region_836","IEG.High.Microglia"
"chr2",151631782,151632726,"region_837","IEG.High.Microglia"
"chr2",151875844,151876760,"region_838","IEG.High.Microglia"
"chr2",151930158,151931062,"region_839","IEG.High.Microglia"
"chr2",152392525,152393444,"region_840","IEG.High.Microglia"
"chr2",152734716,152735505,"region_841","IEG.High.Microglia"
"chr2",152741346,152742251,"region_842","IEG.High.Microglia"
"chr2",152805976,152806821,"region_843","IEG.High.Microglia"
"chr2",152880614,152881529,"region_844","IEG.High.Microglia"
"chr2",152951106,152952015,"region_845","IEG.High.Microglia"
"chr2",153031970,153032871,"region_846","IEG.High.Microglia"
"chr2",153147311,153148276,"region_847","IEG.High.Microglia"
"chr2",153290940,153291844,"region_848","IEG.High.Microglia"
"chr2",153480927,153481869,"region_849","IEG.High.Microglia"
"chr2",153514720,153515635,"region_850","IEG.High.Microglia"
"chr2",155010961,155011897,"region_851","IEG.High.Microglia"
"chr2",155309033,155309881,"region_852","IEG.High.Microglia"
"chr2",155472182,155472902,"region_853","IEG.High.Microglia"
"chr2",155637085,155638003,"region_854","IEG.High.Microglia"
"chr2",155641593,155642495,"region_855","IEG.High.Microglia"
"chr2",156258117,156259055,"region_856","IEG.High.Microglia"
"chr2",156705168,156706091,"region_857","IEG.High.Microglia"
"chr2",156839582,156840386,"region_858","IEG.High.Microglia"
"chr2",157048557,157049424,"region_859","IEG.High.Microglia"
"chr2",157069237,157070088,"region_860","IEG.High.Microglia"
"chr2",157571234,157572211,"region_861","IEG.High.Microglia"
"chr2",157604770,157605681,"region_862","IEG.High.Microglia"
"chr2",158167635,158168333,"region_863","IEG.High.Microglia"
"chr2",158666358,158666851,"region_864","IEG.High.Microglia"
"chr2",160214192,160215131,"region_865","IEG.High.Microglia"
"chr2",160230802,160231730,"region_866","IEG.High.Microglia"
"chr2",160350967,160351877,"region_867","IEG.High.Microglia"
"chr2",160353385,160354318,"region_868","IEG.High.Microglia"
"chr2",160358568,160359449,"region_869","IEG.High.Microglia"
"chr2",160451683,160452520,"region_870","IEG.High.Microglia"
"chr2",162998312,162999186,"region_871","IEG.High.Microglia"
"chr2",163575128,163576034,"region_872","IEG.High.Microglia"
"chr2",164458105,164459004,"region_873","IEG.High.Microglia"
"chr2",164655567,164656482,"region_874","IEG.High.Microglia"
"chr2",164822503,164823399,"region_875","IEG.High.Microglia"
"chr2",164961641,164962447,"region_876","IEG.High.Microglia"
"chr2",165133269,165134214,"region_877","IEG.High.Microglia"
"chr2",165391324,165392223,"region_878","IEG.High.Microglia"
"chr2",165825670,165826569,"region_879","IEG.High.Microglia"
"chr2",165848894,165849799,"region_880","IEG.High.Microglia"
"chr2",165855563,165856456,"region_881","IEG.High.Microglia"
"chr2",166081948,166082840,"region_882","IEG.High.Microglia"
"chr2",166304706,166305618,"region_883","IEG.High.Microglia"
"chr2",166420068,166420958,"region_884","IEG.High.Microglia"
"chr2",166622911,166623794,"region_885","IEG.High.Microglia"
"chr2",166627271,166628193,"region_886","IEG.High.Microglia"
"chr2",166683741,166684672,"region_887","IEG.High.Microglia"
"chr2",166745639,166746487,"region_888","IEG.High.Microglia"
"chr2",166900526,166901449,"region_889","IEG.High.Microglia"
"chr2",166973954,166974887,"region_890","IEG.High.Microglia"
"chr2",166976080,166976969,"region_891","IEG.High.Microglia"
"chr2",167004294,167005183,"region_892","IEG.High.Microglia"
"chr2",167067276,167068201,"region_893","IEG.High.Microglia"
"chr2",167093228,167094105,"region_894","IEG.High.Microglia"
"chr2",167350996,167351856,"region_895","IEG.High.Microglia"
"chr2",167352405,167353226,"region_896","IEG.High.Microglia"
"chr2",167381402,167382161,"region_897","IEG.High.Microglia"
"chr2",167764877,167765814,"region_898","IEG.High.Microglia"
"chr2",167767726,167768631,"region_899","IEG.High.Microglia"
"chr2",167804688,167805456,"region_900","IEG.High.Microglia"
"chr2",167805524,167806039,"region_901","IEG.High.Microglia"
"chr2",167814894,167815781,"region_902","IEG.High.Microglia"
"chr2",167833502,167834340,"region_903","IEG.High.Microglia"
"chr2",167860273,167861165,"region_904","IEG.High.Microglia"
"chr2",167926138,167926772,"region_905","IEG.High.Microglia"
"chr2",168049983,168050845,"region_906","IEG.High.Microglia"
"chr2",168545647,168546532,"region_907","IEG.High.Microglia"
"chr2",168977733,168978559,"region_908","IEG.High.Microglia"
"chr2",170174178,170175018,"region_909","IEG.High.Microglia"
"chr2",170321684,170322435,"region_910","IEG.High.Microglia"
"chr2",170323963,170324753,"region_911","IEG.High.Microglia"
"chr2",170328232,170329031,"region_912","IEG.High.Microglia"
"chr2",172378050,172378953,"region_913","IEG.High.Microglia"
"chr2",173218503,173219396,"region_914","IEG.High.Microglia"
"chr2",173335611,173336532,"region_915","IEG.High.Microglia"
"chr2",173768933,173769826,"region_916","IEG.High.Microglia"
"chr2",174017718,174018600,"region_917","IEG.High.Microglia"
"chr2",174335513,174336428,"region_918","IEG.High.Microglia"
"chr2",178758107,178759020,"region_919","IEG.High.Microglia"
"chr2",179948511,179949425,"region_920","IEG.High.Microglia"
"chr2",180436974,180437922,"region_921","IEG.High.Microglia"
"chr2",180694935,180695848,"region_922","IEG.High.Microglia"
"chr2",181219579,181220494,"region_923","IEG.High.Microglia"
"chr2",181241558,181242481,"region_924","IEG.High.Microglia"
"chr2",181243650,181244561,"region_925","IEG.High.Microglia"
"chr2",181483258,181484190,"region_926","IEG.High.Microglia"
"chr2",181495595,181496316,"region_927","IEG.High.Microglia"
"chr2",181522497,181523364,"region_928","IEG.High.Microglia"
"chr2",181541550,181542479,"region_929","IEG.High.Microglia"
"chr2",181592249,181593107,"region_930","IEG.High.Microglia"
"chr1",5170168,5171070,"region_931","IEG.High.Microglia"
"chr1",6406046,6406972,"region_932","IEG.High.Microglia"
"chr1",13589438,13590268,"region_933","IEG.High.Microglia"
"chr1",16519731,16520038,"region_934","IEG.High.Microglia"
"chr1",16617489,16618235,"region_935","IEG.High.Microglia"
"chr1",21035622,21036533,"region_936","IEG.High.Microglia"
"chr1",23399332,23400206,"region_937","IEG.High.Microglia"
"chr1",23495132,23496010,"region_938","IEG.High.Microglia"
"chr1",33876140,33877042,"region_939","IEG.High.Microglia"
"chr1",33966207,33967078,"region_940","IEG.High.Microglia"
"chr1",34290135,34291047,"region_941","IEG.High.Microglia"
"chr1",34434535,34435425,"region_942","IEG.High.Microglia"
"chr1",36303117,36304066,"region_943","IEG.High.Microglia"
"chr1",36507963,36508854,"region_944","IEG.High.Microglia"
"chr1",36874671,36875607,"region_945","IEG.High.Microglia"
"chr1",37401777,37402666,"region_946","IEG.High.Microglia"
"chr1",37495709,37496610,"region_947","IEG.High.Microglia"
"chr1",37500474,37501331,"region_948","IEG.High.Microglia"
"chr1",39589947,39590854,"region_949","IEG.High.Microglia"
"chr1",39846832,39847735,"region_950","IEG.High.Microglia"
"chr1",39911287,39912174,"region_951","IEG.High.Microglia"
"chr1",39978790,39979649,"region_952","IEG.High.Microglia"
"chr1",40087172,40088084,"region_953","IEG.High.Microglia"
"chr1",51493661,51494628,"region_954","IEG.High.Microglia"
"chr1",51789037,51789941,"region_955","IEG.High.Microglia"
"chr1",51938131,51939047,"region_956","IEG.High.Microglia"
"chr1",52273940,52274831,"region_957","IEG.High.Microglia"
"chr1",54448606,54449527,"region_958","IEG.High.Microglia"
"chr1",54902579,54903481,"region_959","IEG.High.Microglia"
"chr1",55048800,55049692,"region_960","IEG.High.Microglia"
"chr1",55766666,55767480,"region_961","IEG.High.Microglia"
"chr1",55837886,55838791,"region_962","IEG.High.Microglia"
"chr1",56360248,56361187,"region_963","IEG.High.Microglia"
"chr1",58422644,58423429,"region_964","IEG.High.Microglia"
"chr1",58722043,58722960,"region_965","IEG.High.Microglia"
"chr1",58761170,58762078,"region_966","IEG.High.Microglia"
"chr1",58773703,58774547,"region_967","IEG.High.Microglia"
"chr1",59613516,59614439,"region_968","IEG.High.Microglia"
"chr1",59703631,59704558,"region_969","IEG.High.Microglia"
"chr1",59895205,59896094,"region_970","IEG.High.Microglia"
"chr1",62414343,62415267,"region_971","IEG.High.Microglia"
"chr1",62678624,62679533,"region_972","IEG.High.Microglia"
"chr1",64078226,64079131,"region_973","IEG.High.Microglia"
"chr1",64796979,64797888,"region_974","IEG.High.Microglia"
"chr1",66649529,66650460,"region_975","IEG.High.Microglia"
"chr1",72963185,72964095,"region_976","IEG.High.Microglia"
"chr1",73901230,73902005,"region_977","IEG.High.Microglia"
"chr1",74295330,74296260,"region_978","IEG.High.Microglia"
"chr1",74313066,74313968,"region_979","IEG.High.Microglia"
"chr1",74376344,74377103,"region_980","IEG.High.Microglia"
"chr1",74434239,74435077,"region_981","IEG.High.Microglia"
"chr1",74452458,74453402,"region_982","IEG.High.Microglia"
"chr1",74715289,74716184,"region_983","IEG.High.Microglia"
"chr1",75342589,75343480,"region_984","IEG.High.Microglia"
"chr1",75400595,75401394,"region_985","IEG.High.Microglia"
"chr1",75435541,75436420,"region_986","IEG.High.Microglia"
"chr1",75467305,75468248,"region_987","IEG.High.Microglia"
"chr1",78537374,78538112,"region_988","IEG.High.Microglia"
"chr1",78702647,78703527,"region_989","IEG.High.Microglia"
"chr1",79759732,79760591,"region_990","IEG.High.Microglia"
"chr1",79853272,79854148,"region_991","IEG.High.Microglia"
"chr1",84218433,84219138,"region_992","IEG.High.Microglia"
"chr1",84561584,84562515,"region_993","IEG.High.Microglia"
"chr1",85853056,85853969,"region_994","IEG.High.Microglia"
"chr1",86045747,86046684,"region_995","IEG.High.Microglia"
"chr1",86216273,86217143,"region_996","IEG.High.Microglia"
"chr1",86344069,86344969,"region_997","IEG.High.Microglia"
"chr1",87201226,87201967,"region_998","IEG.High.Microglia"
"chr1",87217719,87218633,"region_999","IEG.High.Microglia"
"chr1",87264146,87265091,"region_1000","IEG.High.Microglia"
"chr1",87554749,87555679,"region_1001","IEG.High.Microglia"
"chr1",87866364,87867268,"region_1002","IEG.High.Microglia"
"chr1",87912059,87912963,"region_1003","IEG.High.Microglia"
"chr1",88223833,88224700,"region_1004","IEG.High.Microglia"
"chr1",89042681,89043602,"region_1005","IEG.High.Microglia"
"chr1",90203563,90204440,"region_1006","IEG.High.Microglia"
"chr1",90917341,90918144,"region_1007","IEG.High.Microglia"
"chr1",90956296,90957243,"region_1008","IEG.High.Microglia"
"chr1",91034281,91035173,"region_1009","IEG.High.Microglia"
"chr1",91062296,91062876,"region_1010","IEG.High.Microglia"
"chr1",91238857,91239748,"region_1011","IEG.High.Microglia"
"chr1",92216389,92217253,"region_1012","IEG.High.Microglia"
"chr1",92831181,92832141,"region_1013","IEG.High.Microglia"
"chr1",94053216,94054131,"region_1014","IEG.High.Microglia"
"chr1",95322741,95323631,"region_1015","IEG.High.Microglia"
"chr1",95656909,95657813,"region_1016","IEG.High.Microglia"
"chr1",105800961,105801881,"region_1017","IEG.High.Microglia"
"chr1",106369049,106369973,"region_1018","IEG.High.Microglia"
"chr1",106626970,106627886,"region_1019","IEG.High.Microglia"
"chr1",118387803,118388366,"region_1020","IEG.High.Microglia"
"chr1",118498068,118498980,"region_1021","IEG.High.Microglia"
"chr1",119480404,119481320,"region_1022","IEG.High.Microglia"
"chr1",120019186,120019962,"region_1023","IEG.High.Microglia"
"chr1",121314653,121315559,"region_1024","IEG.High.Microglia"
"chr1",123933998,123934915,"region_1025","IEG.High.Microglia"
"chr1",125470643,125471451,"region_1026","IEG.High.Microglia"
"chr1",127980794,127981728,"region_1027","IEG.High.Microglia"
"chr1",128591988,128592893,"region_1028","IEG.High.Microglia"
"chr1",128614430,128615475,"region_1029","IEG.High.Microglia"
"chr1",128712547,128713451,"region_1030","IEG.High.Microglia"
"chr1",128721748,128722730,"region_1031","IEG.High.Microglia"
"chr1",131083878,131084767,"region_1032","IEG.High.Microglia"
"chr1",131086622,131087531,"region_1033","IEG.High.Microglia"
"chr1",131188371,131189275,"region_1034","IEG.High.Microglia"
"chr1",131384151,131385065,"region_1035","IEG.High.Microglia"
"chr1",131492132,131493044,"region_1036","IEG.High.Microglia"
"chr1",131672175,131673013,"region_1037","IEG.High.Microglia"
"chr1",131691142,131692039,"region_1038","IEG.High.Microglia"
"chr1",131962887,131963698,"region_1039","IEG.High.Microglia"
"chr1",132245889,132246791,"region_1040","IEG.High.Microglia"
"chr1",132298440,132299392,"region_1041","IEG.High.Microglia"
"chr1",133128950,133129927,"region_1042","IEG.High.Microglia"
"chr1",134045667,134046576,"region_1043","IEG.High.Microglia"
"chr1",134072790,134073652,"region_1044","IEG.High.Microglia"
"chr1",134094912,134095722,"region_1045","IEG.High.Microglia"
"chr1",134193993,134194805,"region_1046","IEG.High.Microglia"
"chr1",134261369,134262232,"region_1047","IEG.High.Microglia"
"chr1",134518348,134519256,"region_1048","IEG.High.Microglia"
"chr1",134747222,134748173,"region_1049","IEG.High.Microglia"
"chr1",134911704,134912623,"region_1050","IEG.High.Microglia"
"chr1",134989165,134990060,"region_1051","IEG.High.Microglia"
"chr1",135282315,135283248,"region_1052","IEG.High.Microglia"
"chr1",135629594,135630448,"region_1053","IEG.High.Microglia"
"chr1",135633471,135634377,"region_1054","IEG.High.Microglia"
"chr1",135680516,135681404,"region_1055","IEG.High.Microglia"
"chr1",136047192,136048089,"region_1056","IEG.High.Microglia"
"chr1",136685110,136686023,"region_1057","IEG.High.Microglia"
"chr1",138158691,138159535,"region_1058","IEG.High.Microglia"
"chr1",143988484,143989404,"region_1059","IEG.High.Microglia"
"chr1",143999195,144000066,"region_1060","IEG.High.Microglia"
"chr1",144001014,144001887,"region_1061","IEG.High.Microglia"
"chr1",144200243,144201153,"region_1062","IEG.High.Microglia"
"chr1",144214971,144215885,"region_1063","IEG.High.Microglia"
"chr1",149830859,149831762,"region_1064","IEG.High.Microglia"
"chr1",149840687,149841588,"region_1065","IEG.High.Microglia"
"chr1",149953725,149954654,"region_1066","IEG.High.Microglia"
"chr1",150099536,150100477,"region_1067","IEG.High.Microglia"
"chr1",151620404,151621305,"region_1068","IEG.High.Microglia"
"chr1",151689159,151690087,"region_1069","IEG.High.Microglia"
"chr1",152167997,152168855,"region_1070","IEG.High.Microglia"
"chr1",152437301,152438220,"region_1071","IEG.High.Microglia"
"chr1",152536228,152537156,"region_1072","IEG.High.Microglia"
"chr1",152540293,152541158,"region_1073","IEG.High.Microglia"
"chr1",152799767,152800592,"region_1074","IEG.High.Microglia"
"chr1",153480201,153481035,"region_1075","IEG.High.Microglia"
"chr1",153526336,153527187,"region_1076","IEG.High.Microglia"
"chr1",153559018,153559916,"region_1077","IEG.High.Microglia"
"chr1",153746456,153747345,"region_1078","IEG.High.Microglia"
"chr1",153953489,153954365,"region_1079","IEG.High.Microglia"
"chr1",155061827,155062733,"region_1080","IEG.High.Microglia"
"chr1",155096381,155097223,"region_1081","IEG.High.Microglia"
"chr1",156674041,156674980,"region_1082","IEG.High.Microglia"
"chr1",156859888,156860685,"region_1083","IEG.High.Microglia"
"chr1",156956053,156956990,"region_1084","IEG.High.Microglia"
"chr1",156986060,156986946,"region_1085","IEG.High.Microglia"
"chr1",157076909,157077706,"region_1086","IEG.High.Microglia"
"chr1",157560317,157561225,"region_1087","IEG.High.Microglia"
"chr1",160044060,160045000,"region_1088","IEG.High.Microglia"
"chr1",161170429,161171328,"region_1089","IEG.High.Microglia"
"chr1",161519710,161520630,"region_1090","IEG.High.Microglia"
"chr1",161734715,161735460,"region_1091","IEG.High.Microglia"
"chr1",161895819,161896706,"region_1092","IEG.High.Microglia"
"chr1",161998485,161999316,"region_1093","IEG.High.Microglia"
"chr1",163283906,163284815,"region_1094","IEG.High.Microglia"
"chr1",163963909,163964814,"region_1095","IEG.High.Microglia"
"chr1",166105206,166106125,"region_1096","IEG.High.Microglia"
"chr1",166154057,166154852,"region_1097","IEG.High.Microglia"
"chr1",166171367,166172183,"region_1098","IEG.High.Microglia"
"chr1",166253689,166254576,"region_1099","IEG.High.Microglia"
"chr1",167246720,167247516,"region_1100","IEG.High.Microglia"
"chr1",167369636,167370543,"region_1101","IEG.High.Microglia"
"chr1",167491658,167492496,"region_1102","IEG.High.Microglia"
"chr1",167517455,167518347,"region_1103","IEG.High.Microglia"
"chr1",170159883,170160829,"region_1104","IEG.High.Microglia"
"chr1",170255243,170256107,"region_1105","IEG.High.Microglia"
"chr1",170408264,170409062,"region_1106","IEG.High.Microglia"
"chr1",170478051,170478995,"region_1107","IEG.High.Microglia"
"chr1",170554616,170555506,"region_1108","IEG.High.Microglia"
"chr1",170632130,170633030,"region_1109","IEG.High.Microglia"
"chr1",170845518,170846451,"region_1110","IEG.High.Microglia"
"chr1",170868416,170869181,"region_1111","IEG.High.Microglia"
"chr1",170896686,170897552,"region_1112","IEG.High.Microglia"
"chr1",170898188,170899076,"region_1113","IEG.High.Microglia"
"chr1",170934133,170935059,"region_1114","IEG.High.Microglia"
"chr1",171262463,171263394,"region_1115","IEG.High.Microglia"
"chr1",171284176,171284952,"region_1116","IEG.High.Microglia"
"chr1",171345318,171346116,"region_1117","IEG.High.Microglia"
"chr1",171646198,171647110,"region_1118","IEG.High.Microglia"
"chr1",171843804,171844596,"region_1119","IEG.High.Microglia"
"chr1",172335517,172336430,"region_1120","IEG.High.Microglia"
"chr1",172469677,172470626,"region_1121","IEG.High.Microglia"
"chr1",172501543,172502366,"region_1122","IEG.High.Microglia"
"chr1",172520629,172521530,"region_1123","IEG.High.Microglia"
"chr1",172523475,172524304,"region_1124","IEG.High.Microglia"
"chr1",173418672,173419546,"region_1125","IEG.High.Microglia"
"chr1",173427145,173428065,"region_1126","IEG.High.Microglia"
"chr1",173430035,173430937,"region_1127","IEG.High.Microglia"
"chr1",173741655,173742013,"region_1128","IEG.High.Microglia"
"chr1",173742116,173742742,"region_1129","IEG.High.Microglia"
"chr1",173766620,173767502,"region_1130","IEG.High.Microglia"
"chr1",173912632,173913487,"region_1131","IEG.High.Microglia"
"chr1",176818561,176819481,"region_1132","IEG.High.Microglia"
"chr1",176823663,176824519,"region_1133","IEG.High.Microglia"
"chr1",176825834,176826696,"region_1134","IEG.High.Microglia"
"chr1",176932981,176933864,"region_1135","IEG.High.Microglia"
"chr1",177258179,177259105,"region_1136","IEG.High.Microglia"
"chr1",179086818,179087716,"region_1137","IEG.High.Microglia"
"chr1",179760122,179761029,"region_1138","IEG.High.Microglia"
"chr1",180249784,180250680,"region_1139","IEG.High.Microglia"
"chr1",180263177,180264055,"region_1140","IEG.High.Microglia"
"chr1",180300049,180300939,"region_1141","IEG.High.Microglia"
"chr1",180390238,180391183,"region_1142","IEG.High.Microglia"
"chr1",180541165,180542022,"region_1143","IEG.High.Microglia"
"chr1",180766357,180767251,"region_1144","IEG.High.Microglia"
"chr1",181316353,181317288,"region_1145","IEG.High.Microglia"
"chr1",181615766,181616745,"region_1146","IEG.High.Microglia"
"chr1",182044921,182045825,"region_1147","IEG.High.Microglia"
"chr1",182421271,182421848,"region_1148","IEG.High.Microglia"
"chr1",182553719,182554634,"region_1149","IEG.High.Microglia"
"chr1",182908091,182908994,"region_1150","IEG.High.Microglia"
"chr1",183094602,183095496,"region_1151","IEG.High.Microglia"
"chr1",183265810,183266737,"region_1152","IEG.High.Microglia"
"chr1",183320465,183321370,"region_1153","IEG.High.Microglia"
"chr1",183349590,183350494,"region_1154","IEG.High.Microglia"
"chr1",184048681,184049606,"region_1155","IEG.High.Microglia"
"chr1",184260429,184261345,"region_1156","IEG.High.Microglia"
"chr1",184617798,184618724,"region_1157","IEG.High.Microglia"
"chr1",187214991,187215924,"region_1158","IEG.High.Microglia"
"chr1",189871348,189872224,"region_1159","IEG.High.Microglia"
"chr1",190881174,190882076,"region_1160","IEG.High.Microglia"
"chr1",191163183,191164103,"region_1161","IEG.High.Microglia"
"chr1",191172166,191172967,"region_1162","IEG.High.Microglia"
"chr1",191277381,191278263,"region_1163","IEG.High.Microglia"
"chr1",191334247,191335151,"region_1164","IEG.High.Microglia"
"chr1",191642679,191643616,"region_1165","IEG.High.Microglia"
"chr1",191894167,191895072,"region_1166","IEG.High.Microglia"
"chr1",194775559,194776440,"region_1167","IEG.High.Microglia"
"chr5",5368445,5369359,"region_1168","IEG.High.Microglia"
"chr5",8357028,8357985,"region_1169","IEG.High.Microglia"
"chr5",8916826,8917739,"region_1170","IEG.High.Microglia"
"chr5",9086810,9087745,"region_1171","IEG.High.Microglia"
"chr5",16552421,16553217,"region_1172","IEG.High.Microglia"
"chr5",17854205,17855083,"region_1173","IEG.High.Microglia"
"chr5",17857072,17857927,"region_1174","IEG.High.Microglia"
"chr5",18013952,18014836,"region_1175","IEG.High.Microglia"
"chr5",21326237,21327143,"region_1176","IEG.High.Microglia"
"chr5",23386579,23387496,"region_1177","IEG.High.Microglia"
"chr5",23435251,23435977,"region_1178","IEG.High.Microglia"
"chr5",24125758,24126619,"region_1179","IEG.High.Microglia"
"chr5",24260830,24261729,"region_1180","IEG.High.Microglia"
"chr5",24602619,24603485,"region_1181","IEG.High.Microglia"
"chr5",25010148,25010911,"region_1182","IEG.High.Microglia"
"chr5",25435823,25436721,"region_1183","IEG.High.Microglia"
"chr5",25759549,25760433,"region_1184","IEG.High.Microglia"
"chr5",27194793,27195684,"region_1185","IEG.High.Microglia"
"chr5",28315207,28315946,"region_1186","IEG.High.Microglia"
"chr5",29947874,29948796,"region_1187","IEG.High.Microglia"
"chr5",30035662,30036592,"region_1188","IEG.High.Microglia"
"chr5",31198174,31198963,"region_1189","IEG.High.Microglia"
"chr5",31467569,31468488,"region_1190","IEG.High.Microglia"
"chr5",31754339,31755266,"region_1191","IEG.High.Microglia"
"chr5",31758482,31759395,"region_1192","IEG.High.Microglia"
"chr5",32012868,32013780,"region_1193","IEG.High.Microglia"
"chr5",32747586,32748411,"region_1194","IEG.High.Microglia"
"chr5",32963838,32964766,"region_1195","IEG.High.Microglia"
"chr5",32977728,32978578,"region_1196","IEG.High.Microglia"
"chr5",33003313,33004162,"region_1197","IEG.High.Microglia"
"chr5",33005164,33006080,"region_1198","IEG.High.Microglia"
"chr5",33032984,33033884,"region_1199","IEG.High.Microglia"
"chr5",33270304,33271222,"region_1200","IEG.High.Microglia"
"chr5",33431306,33431961,"region_1201","IEG.High.Microglia"
"chr5",33722851,33723659,"region_1202","IEG.High.Microglia"
"chr5",33938207,33939122,"region_1203","IEG.High.Microglia"
"chr5",34500613,34501454,"region_1204","IEG.High.Microglia"
"chr5",35102852,35103768,"region_1205","IEG.High.Microglia"
"chr5",35595471,35596386,"region_1206","IEG.High.Microglia"
"chr5",35700780,35701682,"region_1207","IEG.High.Microglia"
"chr5",35713449,35714350,"region_1208","IEG.High.Microglia"
"chr5",36538380,36539261,"region_1209","IEG.High.Microglia"
"chr5",36572905,36573741,"region_1210","IEG.High.Microglia"
"chr5",38085771,38086658,"region_1211","IEG.High.Microglia"
"chr5",38090798,38091659,"region_1212","IEG.High.Microglia"
"chr5",39630452,39631369,"region_1213","IEG.High.Microglia"
"chr5",43048158,43049110,"region_1214","IEG.High.Microglia"
"chr5",43392861,43393765,"region_1215","IEG.High.Microglia"
"chr5",43881726,43882628,"region_1216","IEG.High.Microglia"
"chr5",53451679,53452492,"region_1217","IEG.High.Microglia"
"chr5",53539732,53540676,"region_1218","IEG.High.Microglia"
"chr5",53546599,53547546,"region_1219","IEG.High.Microglia"
"chr5",64205374,64206295,"region_1220","IEG.High.Microglia"
"chr5",64298119,64298983,"region_1221","IEG.High.Microglia"
"chr5",64341859,64342792,"region_1222","IEG.High.Microglia"
"chr5",64601568,64602517,"region_1223","IEG.High.Microglia"
"chr5",64860965,64861895,"region_1224","IEG.High.Microglia"
"chr5",65308624,65309547,"region_1225","IEG.High.Microglia"
"chr5",65475461,65476392,"region_1226","IEG.High.Microglia"
"chr5",65483683,65484558,"region_1227","IEG.High.Microglia"
"chr5",65514508,65515445,"region_1228","IEG.High.Microglia"
"chr5",65900609,65901512,"region_1229","IEG.High.Microglia"
"chr5",66510450,66511359,"region_1230","IEG.High.Microglia"
"chr5",66619978,66620820,"region_1231","IEG.High.Microglia"
"chr5",67231596,67232511,"region_1232","IEG.High.Microglia"
"chr5",68033080,68034004,"region_1233","IEG.High.Microglia"
"chr5",68049395,68050186,"region_1234","IEG.High.Microglia"
"chr5",72162576,72163500,"region_1235","IEG.High.Microglia"
"chr5",72182451,72183254,"region_1236","IEG.High.Microglia"
"chr5",72844090,72844937,"region_1237","IEG.High.Microglia"
"chr5",72858217,72859101,"region_1238","IEG.High.Microglia"
"chr5",72861461,72862329,"region_1239","IEG.High.Microglia"
"chr5",73255221,73255840,"region_1240","IEG.High.Microglia"
"chr5",73547966,73548884,"region_1241","IEG.High.Microglia"
"chr5",74951029,74951944,"region_1242","IEG.High.Microglia"
"chr5",75142888,75143800,"region_1243","IEG.High.Microglia"
"chr5",76047878,76048763,"region_1244","IEG.High.Microglia"
"chr5",76528853,76529738,"region_1245","IEG.High.Microglia"
"chr5",86078479,86079329,"region_1246","IEG.High.Microglia"
