Region	Gene	importance_R2G	rho_R2G	importance_x_rho	importance_x_abs_rho	TF	is_extended	eRegulon_name	Gene_signature_name	Region_signature_name	importance_TF2G	regulation	rho_TF2G	triplet_rank
chr2:11187185-11187685	Prkcq	0.0354858805812819	0.0623943884785726	0.0022141198184927	0.0022141198184927	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.2241717284767266	1	0.1501305245145581	7518
chr13:43365512-43366012	Gfod1	0.031956203781748	0.0639073695068735	0.0020422369231171	0.0020422369231171	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.66788001128916	1	0.1218993465057127	4181
chr19:4119527-4120027	Tbc1d10c	0.0208540028821297	0.0547290157886213	0.001141319052992	0.001141319052992	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.165338067850872	1	0.0940711158612665	5492
chr15:78531860-78532360	Il2rb	0.0264902034186866	0.091494113710512	0.0024236976838039	0.0024236976838039	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.515459989187441	1	0.1569261046975806	2068
chr15:78521864-78522364	Il2rb	0.0285309735168437	0.1199941615210915	0.0034235502445341	0.0034235502445341	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.515459989187441	1	0.1569261046975806	2202
chr4:129608570-129609070	Lck	0.0426818915254258	0.0897724410062359	0.0038316575890008	0.0038316575890008	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.3501566622616656	1	0.1245915500522296	5220
chr1:60977554-60978054	Ctla4	0.0232875067818308	0.1039572976152984	0.002420906273237	0.002420906273237	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.7063961557624914	1	0.0585208165312009	7641
chr12:101029004-101029504	Ccdc88c	0.0671145121332104	0.0938292949574348	0.0062973073548713	0.0062973073548713	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.6495530093920403	1	0.1301700721110672	4098
chr7:127254010-127254510	Itgal	0.0191514599236904	0.0680298555552512	0.0013028710522808	0.0013028710522808	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.6964400965387685	1	0.1338321866248656	8015
chr13:24501420-24501920	Ripor2	0.0165265559534186	0.0804394236804468	0.0013293866363156	0.0013293866363156	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.283417239394798	1	0.1107592059932903	2582
chr13:24615851-24616351	Ripor2	0.0370951212437174	0.0551975968966198	0.0020475615492419	0.0020475615492419	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.283417239394798	1	0.1107592059932903	3665
chr13:95950818-95951318	Iqgap2	0.066483520628344	0.2192110823359152	0.0145739245144414	0.0145739245144414	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.14282590035946	1	0.0653990236236202	4932
chr3:131019422-131019922	Lef1	0.066842761763923	0.1538915165132394	0.0102865339757832	0.0102865339757832	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.023297601654886	1	0.104218398109816	7726
chr6:38345510-38346010	Zc3hav1	0.0493137166094243	0.0642482636802963	0.0031683206677777	0.0031683206677777	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5429133490502274	1	0.0826399279911404	5060
chrX:42401933-42402433	Sh2d1a	0.1340403570878941	0.0632416276319458	0.0084769303506056	0.0084769303506056	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.779440167773092	1	0.1481949435876592	375
chr11:96777461-96777961	Skap1	0.0173680785792195	0.0688028756327985	0.0011949737504667	0.0011949737504667	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.3741418350726755	1	0.1819699544635694	8267
chr4:129600390-129600890	Lck	0.0181158071867351	0.0850020968418269	0.0015398815968547	0.0015398815968547	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.3501566622616656	1	0.1245915500522296	971
chr5:105415496-105415996	Lrrc8c	0.0189304237562748	0.0878387717319562	0.0016628251711166	0.0016628251711166	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5741473996240916	1	0.0930345131420376	8935
chr19:4214256-4214756	Ptprcap	0.0397889134959109	0.0547863083246923	0.0021798876826914	0.0021798876826914	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5718816097762172	1	0.1021585948576793	6188
chr2:79428556-79429056	Itga4	0.0275655827422996	0.1393857608577524	0.0038422497240227	0.0038422497240227	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.039788564537012	1	0.1480843641959093	2014
chr18:49833794-49834294	Tnfaip8	0.0737156379557793	0.053898703560326	0.0039731773179388	0.0039731773179388	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.0557262105006522	1	0.0720843514697305	7590
chr11:45955235-45955735	Adam19	0.0811448535965015	0.0822383947694022	0.0066732225035744	0.0066732225035744	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.1901496836536245	1	0.0875780510509939	1064
chr12:108041531-108042031	Bcl11b	0.0320836038355284	0.0802349799090463	0.0025742273091534	0.0025742273091534	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.104980605396131	1	0.16048186909928	4645
chr19:11372179-11372679	Gm8369	0.0146541706297419	0.0638853205781691	0.0009361863884882	0.0009361863884882	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.784733049428908	1	0.0899647946936981	3113
chr11:46055742-46056242	Adam19	0.1039976386291685	0.124960991496522	0.0129956480363979	0.0129956480363979	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.1901496836536245	1	0.0875780510509939	6670
chr15:102295965-102296465	Itgb7	0.0271479112484236	0.0770709198500561	0.0020923144919236	0.0020923144919236	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2633696863430406	1	0.0583473073747052	3268
chr6:129627414-129627914	Klrc2	0.0493308760279444	0.2275388332714473	0.0112246899756568	0.0112246899756568	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.167839056701277	1	0.1380358041311987	9226
chr3:131139418-131139918	Lef1	0.0503553491719302	0.1478156271443381	0.007443307517921	0.007443307517921	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.023297601654886	1	0.104218398109816	4910
chr4:43822788-43823288	Glipr2	0.0486460320370376	0.0647275597818215	0.0031487389468257	0.0031487389468257	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	0.942619414661138	1	0.0852144631785821	6506
chr5:135688671-135689171	Hip1	0.0417997160690485	0.0791684804017074	0.0033092200024094	0.0033092200024094	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.226049408804014	1	0.0680821477674746	4195
chr14:77849807-77850307	Epsti1	0.0845804491896855	0.0765992191337339	0.0064787963619103	0.0064787963619103	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	0.9405667379033208	1	0.0776930618691571	5887
chr6:108549527-108550027	Bhlhe40	0.0485273866150549	0.1045692168807685	0.0050744708156065	0.0050744708156065	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2687229421792925	1	0.0916942569833194	5521
chr10:94858610-94859110	Plxnc1	0.061321810061039	0.0632859381558685	0.0038808082791288	0.0038808082791288	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.426874861411896	1	0.0661163796398488	1159
chr7:43313070-43313570	Nkg7	0.0262291315497133	0.050656512637858	0.001328676333828	0.001328676333828	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.6176266589443389	1	0.1384807539639622	228
chr15:80735233-80735733	Grap2	0.0553981526542735	0.2232115218947407	0.0123655059641175	0.0123655059641175	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.1055369737717102	1	0.1934750933308447	703
chr5:105495421-105495921	Lrrc8c	0.0330482767390856	0.1002239922347136	0.0033122302312687	0.0033122302312687	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5741473996240916	1	0.0930345131420376	8848
chr13:95536086-95536586	Iqgap2	0.0545247533881301	0.4489985516859528	0.0244815353023041	0.0244815353023041	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.14282590035946	1	0.0653990236236202	7189
chr15:78481096-78481596	Il2rb	0.0760468442989584	0.1218376551494955	0.0092653691909038	0.0092653691909038	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.515459989187441	1	0.1569261046975806	1237
chr7:72275437-72275937	Mctp2	0.1681300435255566	0.2143035782321372	0.0360308699358517	0.0360308699358517	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.4090982494766453	1	0.1665437987047154	1979
chr6:91116082-91116582	Nup210	0.1021305135674474	0.0632415317179602	0.0064588901131472	0.0064588901131472	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.011806172495484	1	0.0671626666030589	4720
chr9:44986313-44986813	Cd3e	0.0423562822409928	0.0624104987784084	0.0026434767010594	0.0026434767010594	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.393454951329175	1	0.1231840530630135	1615
chr10:94923183-94923683	Plxnc1	0.0285474711621619	0.0545284400906284	0.0015566490710048	0.0015566490710048	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.426874861411896	1	0.0661163796398488	1398
chr10:42862367-42862867	Scml4	0.0934334518819431	0.0754862187052744	0.007052937983149	0.007052937983149	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.7925423039692991	1	0.1243925863322041	3409
chr13:95957146-95957646	Iqgap2	0.0616311683953662	0.0980930748776538	0.0060455908162039	0.0060455908162039	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.14282590035946	1	0.0653990236236202	2126
chr19:11355756-11356256	Gm8369	0.0412149237861541	0.0572707776503799	0.0023604107360341	0.0023604107360341	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.784733049428908	1	0.0899647946936981	2405
chr9:66276731-66277231	Dapk2	0.0306567710910385	0.050241133922941	0.0015402309420298	0.0015402309420298	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.8044276649478026	1	0.1436748510237805	3048
chr17:44654406-44654906	Runx2	0.1050410899860064	0.094136050919061	0.0098881533955163	0.0098881533955163	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.6452968640791257	1	0.127519719527347	3053
chr1:36761438-36761938	Zap70	0.0361877698263328	0.0815307486600308	0.0029504159662777	0.0029504159662777	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	5.312819358464859	1	0.1176102821037117	550
chr9:45062673-45063173	Cd3d	0.0475583682306229	0.1765114294010377	0.0083945955563681	0.0083945955563681	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.116330542854245	1	0.0667835500345338	4470
chr11:98545759-98546259	Ikzf3	0.0374922162748584	0.0978928683041151	0.0036702205902241	0.0036702205902241	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.3495936799902752	1	0.1471042671402442	8854
chr11:46039195-46039695	Adam19	0.0263488613350292	0.0719208895509333	0.0018950335458694	0.0018950335458694	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.1901496836536245	1	0.0875780510509939	6657
chr13:33071650-33072150	Serpinb9	0.0714471272799762	0.0842605094064351	0.0060201713402372	0.0060201713402372	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.0210959555103123	1	0.0554805784967021	9086
chr15:80710900-80711400	Grap2	0.035048881064697	0.0829118058639635	0.0029059660225853	0.0029059660225853	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.1055369737717102	1	0.1934750933308447	4015
chr6:48684078-48684578	Gimap8	0.0308113699288658	0.2656455050532385	0.0081849019261357	0.0081849019261357	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.7007143399446125	1	0.1984063375629259	1516
chr11:45944760-45945260	Adam19	0.0511733423395047	0.0744012409511178	0.0038073601736755	0.0038073601736755	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.1901496836536245	1	0.0875780510509939	5403
chr2:11171897-11172397	Prkcq	0.0213754282692148	0.0500409464090758	0.0010696466604908	0.0010696466604908	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.2241717284767266	1	0.1501305245145581	6967
chr6:48681578-48682078	Gimap5	0.0157024784000695	0.0527274418855778	0.0008279515172992	0.0008279515172992	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.1287646199519337	1	0.0996802108777044	2350
chr5:105616573-105617073	Lrrc8c	0.0287358115894952	0.0602025425961904	0.0017299689212526	0.0017299689212526	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5741473996240916	1	0.0930345131420376	6301
chr10:118370419-118370919	Ifng	0.0845065903794829	0.0666350444790215	0.0056311004087073	0.0056311004087073	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.078839677850257	1	0.1081791749030926	5401
chr5:105684808-105685308	Lrrc8c	0.0511246296690081	0.1300238357774133	0.0066474204522641	0.0066474204522641	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5741473996240916	1	0.0930345131420376	6979
chr18:20961263-20961763	Rnf125	0.1275513488454953	0.078286727105927	0.0099855776390602	0.0099855776390602	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.7240916330797855	1	0.1258475609536785	358
chr7:68264269-68264769	Fam169b	0.0096898321510577	0.0605116395964332	0.0005863476308747	0.0005863476308747	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.6728957132861186	1	0.1182953140410483	10497
chr6:48684078-48684578	Gimap5	0.0304130509207413	0.0881720818037141	0.0026815820136841	0.0026815820136841	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.1287646199519337	1	0.0996802108777044	3516
chr5:135369685-135370185	Hip1	0.0153660181027047	0.0881909739228563	0.0013551441017937	0.0013551441017937	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.226049408804014	1	0.0680821477674746	5171
chr11:98682115-98682615	Ikzf3	0.0404084272539521	0.058459424576315	0.0023622534052999	0.0023622534052999	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.3495936799902752	1	0.1471042671402442	1447
chr18:32880457-32880957	Camk4	0.0319022461206608	0.0562822347451378	0.0017955297050601	0.0017955297050601	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2059962339955372	1	0.1777052026854931	4572
chr11:96988074-96988574	Tbx21	0.0438573685615247	0.0727733240200079	0.0031916464929927	0.0031916464929927	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.209167413715741	1	0.1138974939135806	3759
chr18:21001440-21001940	Rnf125	0.070358762728324	0.0534176908192858	0.0037584026338491	0.0037584026338491	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.7240916330797855	1	0.1258475609536785	960
chr2:3752265-3752765	Fam107b	0.0172911485141079	0.0500804743920773	0.0008659489203703	0.0008659489203703	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.060264479217765	1	0.0832082557023271	8772
chr7:127470697-127471197	Itgal	0.0397404337019238	0.0802950997782057	0.0031909620893251	0.0031909620893251	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.6964400965387685	1	0.1338321866248656	9192
chr19:4012551-4013051	Ptprcap	0.0109602558195613	0.0544841800569991	0.0005971605515437	0.0005971605515437	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5718816097762172	1	0.1021585948576793	3247
chr15:97717774-97718274	Hdac7	0.0431123341104946	0.0879706275316278	0.0037926190860534	0.0037926190860534	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.191314341428337	1	0.0991294337525658	345
chr8:71746848-71747348	Fcho1	0.0239204552543126	0.0664037355590808	0.0015884075851602	0.0015884075851602	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	5.040366573723879	1	0.1547413769665236	1687
chr1:43401167-43401667	Nck2	0.0199880880305694	0.1405234167089996	0.0028087944235358	0.0028087944235358	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.278702096628011	1	0.1572456748284899	3378
chr15:102147875-102148375	Itgb7	0.0175726074131723	0.0832159524333579	0.0014623212626246	0.0014623212626246	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2633696863430406	1	0.0583473073747052	9544
chr1:60899211-60899711	Cd28	0.0891461948407174	0.1073536134428152	0.0095701661408282	0.0095701661408282	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.6757222743794866	1	0.1535833908182327	3490
chr1:60977554-60978054	Icos	0.0533080554137109	0.106939069170162	0.0057007138252136	0.0057007138252136	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.229936313867848	1	0.1019133692585489	6353
chr6:129591378-129591878	Klrc2	0.0237888660875148	0.0705412607263798	0.0016780966050643	0.0016780966050643	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.167839056701277	1	0.1380358041311987	7022
chr4:43964320-43964820	Glipr2	0.0312389719620842	0.0541067744284067	0.0016902400093278	0.0016902400093278	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	0.942619414661138	1	0.0852144631785821	8418
chr10:94917788-94918288	Plxnc1	0.0507434870632298	0.1130757340823059	0.0057378570495707	0.0057378570495707	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.426874861411896	1	0.0661163796398488	1879
chr11:96454992-96455492	Skap1	0.0708815266902862	0.3319134752187397	0.0235265338525827	0.0235265338525827	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.3741418350726755	1	0.1819699544635694	3076
chr17:71256939-71257439	Smchd1	0.0234631531914237	0.0700915623317895	0.001644569064417	0.001644569064417	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.1361854815777634	1	0.1228693579148949	8739
chr13:24515105-24515605	Cmah	0.0305786137784931	0.0873585334963297	0.0026713028560398	0.0026713028560398	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.8330314535695067	1	0.0577297293279586	862
chr7:135773786-135774286	Mki67	0.0017547037319808	0.0587953097751006	0.0001031683494853	0.0001031683494853	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.183002192353676	1	0.0877643534228878	10669
chr3:131208448-131208948	Lef1	0.0500184610652539	0.1723210191131856	0.0086192321852377	0.0086192321852377	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.023297601654886	1	0.104218398109816	8836
chr11:70029680-70030180	Acap1	0.0147269788192765	0.054428973733553	0.0008015743433289	0.0008015743433289	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.0387669654148828	1	0.09420451827319	8750
chr19:4154357-4154857	Ptprcap	0.0148158329373907	0.0575739811001331	0.00085300648552	0.00085300648552	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5718816097762172	1	0.1021585948576793	9890
chr2:60209650-60210150	Ly75	0.0943186335521982	0.0782244645904362	0.0073780246105222	0.0073780246105222	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.765299542126307	1	0.0579741489252814	649
chr19:4125637-4126137	Ptprcap	0.0177563888434781	0.0524846490149215	0.0009319378362224	0.0009319378362224	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.5718816097762172	1	0.1021585948576793	8082
chr3:131271136-131271636	Lef1	0.0491380111216266	0.0911174718340463	0.0044773313443558	0.0044773313443558	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.023297601654886	1	0.104218398109816	9503
chr12:100994348-100994848	Ccdc88c	0.0272105482017426	0.1653753339893708	0.004499953496897	0.004499953496897	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.6495530093920403	1	0.1301700721110672	9232
chr6:48745845-48746345	Gimap4	0.0630896750986974	0.0718203352298064	0.004531121615128	0.004531121615128	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2622252940415064	1	0.1284702930257489	4968
chr11:46083159-46083659	Adam19	0.0585075469130851	0.2337808042127198	0.0136779413698544	0.0136779413698544	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.1901496836536245	1	0.0875780510509939	5602
chr1:36766512-36767012	Zap70	0.033788966629431	0.0931047630898847	0.0031459137330851	0.0031459137330851	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	5.312819358464859	1	0.1176102821037117	899
chr6:48727769-48728269	Gimap4	0.0497764244922539	0.1383831715954605	0.00688821949192	0.00688821949192	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2622252940415064	1	0.1284702930257489	5604
chr18:20816447-20816947	Rnf125	0.0294592332329472	0.0771418189218852	0.0022725388356335	0.0022725388356335	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.7240916330797855	1	0.1258475609536785	1085
chr17:44463635-44464135	Runx2	0.0600866187001548	0.1466683226903981	0.0088128035808892	0.0088128035808892	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.6452968640791257	1	0.127519719527347	3315
chr7:43466260-43466760	Nkg7	0.0487585704462762	0.0704624385633449	0.0034356477745072	0.0034356477745072	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.6176266589443389	1	0.1384807539639622	7445
chr12:107998693-107999193	Bcl11b	0.1160824960724215	0.0958910110055608	0.0111312679084335	0.0111312679084335	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.104980605396131	1	0.16048186909928	814
chr15:78614353-78614853	Il2rb	0.0256280158824494	0.129483345517143	0.003318401235426	0.003318401235426	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.515459989187441	1	0.1569261046975806	2413
chr10:28593807-28594307	Themis	0.5606389308816296	0.1540760231527162	0.086381016894832	0.086381016894832	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	4.430569494650104	1	0.2081899626471179	0
chr3:101274692-101275192	Cd2	0.0909169061238085	0.1140872269946859	0.0103724577066015	0.0103724577066015	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	2.503139274810569	1	0.1393968174908722	1244
chr11:97140679-97141179	Tbx21	0.0224131617965034	0.1200234872908648	0.0026901058400307	0.0026901058400307	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.209167413715741	1	0.1138974939135806	6810
chr11:96997120-96997620	Tbx21	0.0180444905362976	0.0993416022394233	0.0017925686014699	0.0017925686014699	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.209167413715741	1	0.1138974939135806	6173
chrX:101132159-101132659	Il2rg	0.0516425266911266	0.0633292819039425	0.0032704841310542	0.0032704841310542	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2216464701696388	1	0.0694317364557084	9967
chr6:48727769-48728269	Gimap7	0.0063787968997861	0.0766242634969804	0.0004887706144429	0.0004887706144429	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	3.7309912000698153	1	0.1521111906038017	4013
chr6:48684078-48684578	Gimap4	0.0318291821128143	0.2070244956969585	0.006589420375352	0.006589420375352	Ets1	True	Ets1_extended_+/+	Ets1_extended_+/+_(111g)	Ets1_extended_+/+_(374r)	1.2622252940415064	1	0.1284702930257489	7036
